"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Noah Handy","ALL","21","So","Pfeiffer","USA South","UT","19","9","36","41","6","11","2","0","0","9","13","5","4","1","0","0","2","2","0",".306",".390",".361",".751",".056",".355",".342",".122",".098",".000","5.36"
"Noah Harlan","ALL","18","Fr","Eureka","SLIAC","OF","25","16","56","66","11","13","2","0","0","7","15","15","6","3","0","1","1","2","0",".232",".338",".268",".606",".036",".317",".282",".227",".091",".000","6.21"
"Noah Heatherly","ALL","30","Jr","Piedmont","USA South","C","21","17","63","69","5","16","5","0","0","10","21","18","5","1","0","0","1","4","0",".254",".319",".333",".652",".079",".356",".294",".261",".072",".000","7.25"
"Noah Hecht","ALL","22","Fr","Kalamazoo","Michigan Intercol. Ath. Assn.","OF","37","37","124","138","18","37","8","1","1","30","50","12","10","1","3","0","1","1","6",".298",".348",".403",".751",".105",".316",".330",".087",".072",".007","16.45"
"Noah Herried","ALL","18","Jr","Ripon","MWC","INF","40","38","143","162","18","45","4","1","0","16","51","20","13","1","1","4","4","2","2",".315",".373",".357",".730",".042",".363",".321",".123",".080",".000","20.10"
"Noah Holland","ALL","17","So","Anna Maria","Great Northeast","C","41","41","142","170","26","44","6","0","0","14","50","22","19","4","1","4","0","1","1",".310",".404",".352",".756",".042",".364",".338",".129",".112",".000","24.09"
"Noah Jensen","ALL","8","Jr","Wis.-Whitewater","WIAC","INF","43","35","142","158","44","55","9","4","5","35","87","36","11","4","0","1","3","14","1",".387",".446",".613","1.059",".225",".495",".454",".228",".070",".032","36.84"
"Noah Kurtz","ALL","19","Fr","Penn St.-Berks","NEAC","1B","28","20","69","88","17","18","2","0","0","13","20","19","17","0","0","2","0","3","2",".261",".407",".290",".697",".029",".360",".324",".216",".193",".000","10.84"
"Noah Loughlin","ALL","8","So","Bates","NESCAC","INF","25","11","50","62","3","10","3","0","0","14","13","8","7","1","3","1","0","0","2",".200",".295",".260",".555",".060",".222",".251",".129",".113",".000","4.13"
"Noah Mahoney","ALL","21","Sr","LeTourneau","ASC","C","45","44","148","189","26","35","9","1","4","19","58","36","33","5","3","0","2","3","1",".236",".386",".392",".778",".155",".279",".352",".190",".175",".021","25.77"
"Noah McDaniel","ALL","35","Sr","St. Joseph's (ME)","Great Northeast","3B","43","42","138","165","22","42","10","0","0","25","52","21","15","9","0","3","1","1","3",".304",".407",".377",".784",".072",".359",".352",".127",".091",".000","22.98"
"Noah Mehrle","ALL","2","Jr","CWRU","UAA","OF","29","22","79","100","22","24","2","1","2","11","34","10","11","9","0","1","3","1","5",".304",".444",".430",".874",".127",".328",".393",".100",".110",".020","14.76"
"Noah Milliard","ALL","15","Sr","Fitchburg St.","MASCAC","INF","40","40","143","173","26","36","5","0","1","17","44","26","21","6","3","0","0","7","6",".252",".364",".308",".672",".056",".294",".312",".150",".121",".006","19.18"
"Noah Normyle","ALL","21","Jr","Rensselaer","Liberty League","INF","15","5","20","28","2","2","0","0","0","1","2","9","7","1","0","0","0","0","0",".100",".357",".100",".457",".000",".182",".262",".321",".250",".000","1.82"
"Noah Paper","ALL","1","Sr","Buena Vista","American Rivers","SS","43","43","147","162","24","41","6","0","1","19","50","29","10","0","3","2","1","7","3",".279",".319",".340",".659",".061",".333",".289",".179",".062",".006","17.33"
"Noah Payne","ALL","17","Sr","Howard Payne","ASC","INF","40","39","142","179","50","57","10","12","6","44","109","23","19","15","3","0","1","18","0",".401",".508",".768","1.276",".366",".440",".528",".128",".106",".034","53.20"
"Noah Plantamuro","ALL","44","Fr","Eastern Conn. St.","Little East","SS","18","6","25","30","3","7","2","0","0","9","9","5","2","2","1","0","1","1","1",".280",".367",".360",".727",".080",".333",".327",".167",".067",".000","3.29"
"Noah Rady","ALL","21","Jr","Bethany (WV)","PAC","1B","39","37","134","149","30","43","5","7","1","23","65","23","10","3","2","0","1","8","2",".321",".376",".485",".861",".164",".375",".373",".154",".067",".007","25.68"
"Noah Ritchie","ALL","28","Jr","Wheaton (IL)","CCIW","INF","26","24","86","96","14","31","5","1","0","17","38","12","8","1","1","0","3","8","1",".360",".417",".442",".859",".081",".413",".380",".125",".083",".000","16.63"
"Noah Rivera","ALL","2","So","Becker","NECC","INF","38","37","140","156","25","44","16","0","2","34","66","15","5","8","3","0","0","2","2",".314",".365",".471",".836",".157",".333",".365",".096",".032",".013","23.95"
"Noah Sacco","ALL","10","So","Simpson","American Rivers","OF","18","16","50","67","8","14","3","1","0","7","19","9","14","1","2","0","1","0","0",".280",".433",".380",".813",".100",".326",".369",".134",".209",".000","10.25"
"Noah Salasky","ALL","28","Sr","DePauw","NCAC","INF","37","36","151","179","29","46","8","0","2","28","60","18","18","3","4","3","2","6","3",".305",".381",".397",".778",".093",".326",".341",".101",".101",".011","25.12"
"Noah Vanderbeck","ALL","35","Sr","SUNY Poly","NEAC","UT","27","19","72","83","10","21","3","0","2","9","30","27","9","1","0","1","0","0","0",".292",".378",".417",".795",".125",".442",".352",".325",".108",".024","12.15"
"Noah Walker","ALL","23","Jr","Greensboro","USA South","SS","12","4","27","30","5","8","1","0","0","7","9","5","3","0","0","0","0","3","1",".296",".367",".333",".700",".037",".364",".319",".167",".100",".000","3.89"
"Noah Welch","ALL","31","Jr","Hilbert","AMCC","INF","31","31","82","99","15","18","5","0","2","12","29","30","12","2","3","0","0","0","1",".220",".323",".354",".677",".134",".302",".304",".303",".121",".020","10.27"
"Noah Yeingst","ALL","27","So","Colby-Sawyer","Great Northeast","P","30","28","68","82","7","10","1","0","0","4","11","14","9","0","1","4","0","1","0",".147",".244",".162",".406",".015",".182",".189",".171",".110",".000","3.05"
"Nolan Arp","ALL","25","Sr","Coe","American Rivers","INF","44","40","137","171","30","46","7","1","0","22","55","12","23","10","0","1","3","4","4",".336",".465",".401",".866",".066",".368",".394",".070",".135",".000","28.57"
"Nolan Brown","ALL","20","Fr","Husson","North Atlantic","OF","41","40","120","145","23","27","4","3","1","23","40","29","15","8","0","2","0","2","0",".225",".350",".333",".683",".108",".289",".311",".200",".103",".007","16.93"
"Nolan Duda","ALL","14","Sr","Clarkson","Liberty League","OF","35","31","100","127","24","25","5","1","1","22","35","20","14","4","3","6","0","0","1",".250",".355",".350",".705",".100",".293",".304",".157",".110",".008","14.74"
"Nolan Gerold","ALL","7","Jr","Rutgers-Camden","NJAC","SS","19","19","63","78","12","16","1","0","3","7","26","12","12","0","1","2","1","0","2",".254",".368",".413",".781",".159",".265",".340",".154",".154",".038","9.86"
"Nolan Johnson","ALL","20","Fr","Coast Guard","NEWMAC","0","17","16","46","64","12","10","2","0","0","3","12","9","10","4","2","2","0","2","2",".217",".387",".261",".648",".043",".256",".304",".141",".156",".000","6.74"
"Nolan Lavender","ALL","7","Sr","DePauw","NCAC","INF","37","35","143","166","25","49","8","0","2","26","63","28","14","2","5","2","6","4","2",".343",".396",".441",".837",".098",".398",".362",".169",".084",".012","24.89"
"Nolan Lundholm","ALL","26","Jr","Catholic","Landmark","P","41","37","135","161","30","48","15","2","2","37","73","38","25","1","0","0","0","3","0",".356",".460",".541","1.001",".185",".484",".436",".236",".155",".012","33.66"
"Nolan Matson","ALL","32","Jr","Wis.-Stevens Point","WIAC","C","18","18","68","76","13","21","1","0","0","8","22","11","7","0","0","1","1","2","1",".309",".373",".324",".697",".015",".368",".314",".145",".092",".000","9.37"
"Nolan McCafferty","ALL","3","Jr","Pomona-Pitzer","SCIAC","SS","39","39","162","188","28","45","8","0","2","34","59","9","20","2","4","0","1","2","5",".278",".356",".364",".720",".086",".277",".323",".048",".106",".011","22.52"
"Nolan McManus","ALL","5","Fr","Wentworth","CCC","UT","31","31","96","112","12","24","1","0","0","9","25","31","8","5","0","3","4","6","2",".250",".339",".260",".599",".010",".369",".276",".277",".071",".000","9.40"
"Nolan Schoonveld","ALL","22","Sr","Hamline","MIAC","P","39","39","144","177","34","50","9","1","1","16","64","13","21","12","0","0","0","8","0",".347",".469",".444",".913",".097",".377",".412",".073",".119",".006","35.09"
"Nolan Spencer","ALL","11","Sr","Lawrence","MWC","INF","27","27","89","118","26","29","5","1","0","9","36","16","21","7","0","1","2","17","0",".326",".487",".404",".891",".079",".397",".407",".136",".178",".000","23.63"
"Nolan Webb","ALL","27","Jr","Wesleyan (CT)","NESCAC","P","22","8","30","32","2","7","0","0","0","3","7","8","2","0","0","0","1","2","0",".233",".281",".233",".514",".000",".318",".238",".250",".063",".000","2.15"
"Nolan Weber","ALL","10","Sr","Coe","American Rivers","C","30","6","43","47","9","14","3","1","2","14","25","8","2","1","1","0","0","0","2",".326",".362",".581",".943",".256",".353",".401",".170",".043",".043","8.03"
"Nolan Wiler","ALL","11","Jr","Puget Sound","NWC","3B","12","4","24","28","4","8","0","0","0","4","8","9","3","1","0","0","0","0","1",".333",".429",".333",".762",".000",".533",".354",".321",".107",".000","3.91"
"Nolyn Box","ALL","8","So","Howard Payne","ASC","OF","35","33","108","126","24","31","8","1","2","21","47","22","9","5","3","1","0","2","1",".287",".360",".435",".795",".148",".333",".346",".175",".071",".016","18.14"
"Norman Holcomb","ALL","3","Fr","Mary Washington","CAC","OF","37","37","152","170","21","40","7","0","0","18","47","35","12","5","0","1","0","5","0",".263",".337",".309",".646",".046",".342",".295",".206",".071",".000","18.85"
"Orlando Cardenas-Juan","ALL","31","Jr","IIT","NACC","INF","37","37","160","175","31","46","5","1","0","20","53","12","6","0","2","7","2","14","2",".287",".310",".331",".641",".044",".307",".273",".069",".034",".000","19.02"
"Oscar Gonzalez","ALL","6","Sr","Austin","SCAC","OF","33","33","118","144","32","36","6","0","1","15","45","17","19","2","2","3","1","15","1",".305",".404",".381",".785",".076",".343",".348",".118",".132",".007","23.02"
"Osman Quintana","ALL","9","Sr","Schreiner","SCAC","INF","34","20","56","75","5","9","1","0","1","6","13","12","12","2","1","4","0","1","1",".161",".324",".232",".556",".071",".182",".258",".160",".160",".013","5.77"
"Owen Gideon-Murphy","ALL","13","So","Bowdoin","NESCAC","INF","23","8","36","43","2","4","1","0","0","1","5","6","3","1","1","2","0","2","1",".111",".195",".139",".334",".028",".129",".157",".140",".070",".000","0.44"
"Owen Hill","ALL","14","Fr","Concordia (TX)","ASC","INF","45","44","153","178","19","44","8","0","0","22","52","33","14","4","1","6","1","4","2",".288",".360",".340",".700",".052",".364",".308",".185",".079",".000","21.09"
"Owen Marica","ALL","14","Fr","Eastern Conn. St.","Little East","3B","27","25","90","105","19","27","4","0","0","22","31","15","10","2","1","2","1","1","4",".300",".379",".344",".723",".044",".355",".323",".143",".095",".000","12.18"
"Owen Plambeck","ALL","16","Jr","Haverford","Centennial","1B","37","34","122","143","18","31","9","0","2","25","46","34","10","9","1","1","2","8","5",".254",".352",".377",".729",".123",".333",".327",".238",".070",".014","16.31"
"Owen Swanson","ALL","14","Jr","Wentworth","CCC","OF","10","10","29","38","10","6","0","0","0","1","6","6","5","3","0","1","0","3","1",".207",".378",".207",".585",".000",".261",".288",".158",".132",".000","3.82"
"Owen Vander Linden","ALL","29","So","Luther","American Rivers","INF","43","43","162","183","25","56","8","0","3","33","73","32","13","5","2","1","2","1","4",".346",".407",".451",".858",".105",".411",".377",".175",".071",".016","29.39"
"P. Galvin","ALL","42","N/A","Worcester St.","MASCAC","ph","26","9","48","53","7","13","3","1","1","8","21","7","5","0","0","0","1","1","0",".271",".340",".438",".778",".167",".300",".342",".132",".094",".019","7.16"
"P.J. Alvanos","ALL","18","Fr","Lynchburg","ODAC","INF","32","25","81","107","10","21","2","2","0","13","27","16","22","3","0","1","0","4","6",".259",".434",".333",".767",".074",".323",".357",".150",".206",".000","14.23"
"P.J. Suso","ALL","7","Jr","Hiram","NCAC","OF","34","34","118","146","26","32","2","0","7","28","55","23","16","6","4","2","1","2","3",".271",".375",".466",".841",".195",".272",".363",".158",".110",".048","21.80"
"P.K. Cocolis","ALL","34","Fr","Roanoke","ODAC","C","11","9","36","41","7","7","0","0","1","4","10","18","3","2","0","0","0","0","0",".194",".293",".278",".571",".083",".353",".267",".439",".073",".024","3.25"
"Parker Abate","ALL","7","Sr","Misericordia","MAC Freedom","OF","47","45","157","196","36","48","8","1","0","18","58","18","13","12","0","14","3","14","4",".306",".401",".369",".770",".064",".345",".327",".092",".066",".000","26.95"
"Parker Clayton","ALL","2","So","Methodist","USA South","INF","38","38","122","160","20","38","3","0","0","17","41","11","19","2","3","14","1","6","3",".311",".404",".336",".740",".025",".333",".309",".069",".119",".000","21.05"
"Parker Emerine","ALL","16","So","Hiram","NCAC","INF","18","6","19","29","6","6","0","0","0","1","6","4","8","0","0","2","0","0","0",".316",".519",".316",".835",".000",".400",".374",".138",".276",".000","4.94"
"Parker Fernstrum","ALL","28","Jr","William Peace","USA South","INF","24","21","66","75","7","10","0","0","0","2","10","20","3","2","0","4","1","3","2",".152",".211",".152",".363",".000",".217",".165",".267",".040",".000","0.86"
"Parker Fronk","ALL","25","Sr","Heidelberg","OAC","INF","50","50","197","228","25","56","11","0","5","38","82","26","19","9","3","0","1","0","5",".284",".368",".416",".784",".132",".302",".349",".114",".083",".022","30.86"
"Parker Goldstein","ALL","8","Jr","Oberlin","NCAC","INF","30","29","103","123","17","32","3","0","1","21","38","14","11","3","3","3","2","12","2",".311",".383",".369",".752",".058",".341",".330",".114",".089",".008","17.74"
"Parker Janosko","ALL","17","Sr","Saint Vincent","PAC","C","27","25","74","81","7","11","1","0","0","6","12","18","5","0","0","2","0","0","1",".149",".203",".162",".365",".014",".196",".168",".222",".062",".000","1.11"
"Parker Leland","ALL","20","Sr","Iowa Wesleyan","SLIAC","C","24","23","67","72","7","8","1","1","3","8","20","33","4","1","0","0","0","0","0",".119",".181",".299",".480",".179",".161",".213",".458",".056",".042","2.70"
"Parker Mason","ALL","27","Jr","Ferrum","ODAC","OF","20","8","40","46","7","11","2","0","1","9","16","12","2","0","1","3","0","1","1",".275",".302",".400",".702",".125",".357",".286",".261",".043",".022","4.92"
"Parker Mullenbach","ALL","22","Jr","Bethel (MN)","MIAC","INF","28","23","73","92","10","16","3","0","1","11","22","16","15","0","1","3","0","1","2",".219",".348",".301",".649",".082",".263",".293",".174",".163",".011","9.06"
"Parker Panich","ALL","39","So","Greenville","SLIAC","PH","14","6","21","29","4","3","2","0","0","1","5","11","7","0","0","1","1","1","0",".143",".357",".238",".595",".095",".300",".285",".379",".241",".000","2.23"
"Parker Plume","ALL","13","So","Wis.-La Crosse","WIAC","OF","31","7","28","35","13","6","1","0","1","3","10","7","4","2","0","1","0","0","0",".214",".353",".357",".710",".143",".250",".318",".200",".114",".029","4.12"
"Parker Reynolds","ALL","24","Jr","Bluffton","HCAC","C","38","36","132","159","17","45","11","0","1","28","59","24","14","10","3","0","0","2","0",".341",".434",".447",".881",".106",".400",".392",".151",".088",".006","28.48"
"Parker Ridge","ALL","1","So","Wartburg","American Rivers","INF","38","38","140","153","21","42","8","0","1","18","53","17","12","0","1","0","2","3","3",".300",".353",".379",".732",".079",".333",".326",".111",".078",".007","18.91"
"Parker Seachrist","ALL","1","Fr","Northwestern-St. Paul","UMAC","2b","13","10","30","40","3","5","1","0","0","4","6","7","9","0","0","1","0","1","1",".167",".359",".200",".559",".033",".217",".276",".175",".225",".000","3.21"
"Parker Selin","ALL","7","Jr","Centre","SAA","INF","40","40","129","158","15","29","3","0","0","14","32","17","20","2","3","4","2","6","1",".225",".331",".248",".579",".023",".252",".267",".108",".127",".000","14.14"
"Parker Shaffer","ALL","6","So","Lynchburg","ODAC","INF","41","41","168","190","33","44","7","2","0","15","55","28","11","8","2","1","2","21","4",".262",".333",".327",".660",".065",".310",".298",".147",".058",".000","22.03"
"Pat Beaton","ALL","10","Jr","Bates","NESCAC","INF","29","12","51","59","6","16","3","1","0","8","21","14","4","3","0","1","0","5","2",".314",".397",".412",".809",".098",".432",".356",".237",".068",".000","9.06"
"Pat Davis","ALL","7","Jr","Dickinson","Centennial","INF","14","9","27","33","2","9","3","0","0","6","12","9","5","0","1","0","0","0","0",".333",".424",".444",".868",".111",".474",".382",".273",".152",".000","5.57"
"Pat Fitzgerald","ALL","1","Jr","Salem St.","MASCAC","OF","30","22","80","96","10","19","1","0","0","13","20","18","10","1","2","3","1","2","1",".237",".323",".250",".573",".013",".297",".259",".188",".104",".000","8.06"
"Pat Flaherty","ALL","13","Jr","Keuka","NEAC","INF","15","5","37","39","8","10","3","1","0","11","15","5","2","0","0","0","0","0","4",".270",".308",".405",".713",".135",".313",".312",".128",".051",".000","3.17"
"Pat Maloney","ALL","30","So","Penn St.-Berks","NEAC","OF","20","3","28","34","6","6","0","0","0","2","6","10","4","2","0","0","0","1","1",".214",".353",".214",".567",".000",".333",".281",".294",".118",".000","2.86"
"Pat Mumford","ALL","26","Sr","Castleton","Little East","P","36","35","110","129","30","28","2","0","0","15","30","22","12","3","0","4","0","10","3",".255",".344",".273",".617",".018",".318",".280",".171",".093",".000","13.38"
"Pat Shore","ALL","14","Sr","Claremont-M-S","SCIAC","C","10","9","25","27","1","6","1","0","0","2","7","5","1","0","0","1","1","2","0",".240",".269",".280",".549",".040",".300",".237",".185",".037",".000","1.89"
"Patch Healy","ALL","25","Sr","Texas-Dallas","ASC","INF","25","25","77","100","12","20","3","0","1","14","26","12","10","9","2","2","0","0","1",".260",".398",".338",".736",".078",".288",".335",".120",".100",".010","13.11"
"Patrick Bigham","ALL","20","So","Fredonia","SUNYAC","3B","26","20","73","83","8","22","2","0","0","8","24","6","8","0","1","1","1","0","2",".301",".366",".329",".695",".027",".324",".312",".072",".096",".000","9.46"
"Patrick Blackall","ALL","12","Fr","RIT","Liberty League","3B","40","40","159","179","31","51","5","2","5","40","75","16","14","3","3","0","2","1","0",".321",".380",".472",".852",".151",".326",".372",".089",".078",".028","29.72"
"Patrick Bryant","ALL","13","Sr","Plattsburgh St.","SUNYAC","P","25","25","78","88","11","23","3","0","1","10","29","12","5","1","2","2","0","2","2",".295",".337",".372",".709",".077",".328",".307",".136",".057",".011","10.54"
"Patrick Burnette","ALL","8","Sr","Oglethorpe","SAA","OF","42","42","163","187","29","53","6","0","3","25","68","14","21","2","1","0","3","11","1",".325",".406",".417",".823",".092",".340",".369",".075",".112",".016","30.94"
"Patrick Cashin","ALL","5","So","Bridgewater St.","MASCAC","INF","16","8","43","47","4","3","0","0","0","2","3","10","4","0","0","0","0","1","2",".070",".149",".070",".219",".000",".091",".116",".213",".085",".000","-1.75"
"Patrick Coles","ALL","9","Jr","Finlandia","WIAC","P","33","32","107","123","17","25","5","0","0","9","30","26","8","6","1","1","1","8","3",".234",".320",".280",".600",".047",".305",".276",".211",".065",".000","10.97"
"Patrick Day","ALL","4","Fr","IIT","NACC","OF","15","8","22","29","4","4","0","0","0","3","4","9","5","2","0","0","0","3","0",".182",".379",".182",".561",".000",".308",".291",".310",".172",".000","3.13"
"Patrick Diemer","ALL","6","So","Central (IA)","American Rivers","OF","18","16","59","66","11","18","6","1","0","12","26","18","3","1","2","1","1","1","2",".305",".338",".441",".779",".136",".419",".331",".273",".045",".000","8.08"
"Patrick Fitzgerald","ALL","59","So","Utica","Empire 8","INF","13","5","25","31","2","4","0","0","0","3","4","12","5","1","0","0","0","1","0",".160",".323",".160",".483",".000",".308",".249",".387",".161",".000","2.13"
"Patrick Gavigan","ALL","36","So","Medaille","AMCC","INF","20","17","40","45","9","9","1","0","0","4","10","12","5","0","0","0","0","2","0",".225",".311",".250",".561",".025",".321",".263",".267",".111",".000","3.98"
"Patrick Gavin","ALL","35","So","Claremont-M-S","SCIAC","INF","29","29","103","121","13","31","5","1","1","15","41","18","14","4","0","0","1","1","2",".301",".405",".398",".803",".097",".357",".363",".149",".116",".008","17.81"
"Patrick Geiger","ALL","31","Sr","Skidmore","Liberty League","C","35","35","132","146","36","53","17","1","9","29","99","16","9","4","1","0","0","2","3",".402",".452",".750","1.202",".348",".407",".509",".110",".062",".062","37.60"
"Patrick Hagerty","ALL","26","So","Bridgewater St.","MASCAC","OF","14","9","36","42","7","9","1","1","0","4","12","6","3","2","0","1","0","1","1",".250",".341",".333",".674",".083",".300",".301",".143",".071",".000","4.58"
"Patrick Hope","ALL","13","So","Centre","SAA","1B","29","20","70","86","11","15","0","0","2","14","21","9","13","1","2","0","0","0","3",".214",".337",".300",".637",".086",".213",".296",".105",".151",".023","8.10"
"Patrick Kenny","ALL","9","Jr","Wittenberg","NCAC","C","35","35","137","160","29","44","5","0","1","29","52","8","18","2","2","1","1","4","5",".321",".403",".380",".783",".058",".331",".351",".050",".113",".006","22.93"
"Patrick Keohane","ALL","51","Sr","John Carroll","OAC","OF","35","35","148","174","46","68","15","0","5","39","98","12","16","7","3","0","5","18","0",".459",".523",".662","1.185",".203",".470",".508",".069",".092",".029","48.09"
"Patrick Leach","ALL","20","Fr","Farmingdale St.","Skyline","C","29","16","59","74","15","15","2","3","3","14","32","21","10","2","2","1","3","5","0",".254",".370",".542",".912",".288",".324",".382",".284",".135",".041","12.13"
"Patrick Mahon","ALL","5","Jr","Mount Aloysius","AMCC","OF","38","35","107","127","22","35","8","2","0","15","47","14","16","2","0","2","1","2","2",".327",".424",".439",".863",".112",".376",".379",".110",".126",".000","20.83"
"Patrick McDonnell","ALL","24","Jr","Lawrence","MWC","C","27","26","88","103","17","28","6","3","5","24","55","20","9","5","1","0","0","0","1",".318",".408",".625","1.033",".307",".359",".439",".194",".087",".049","21.20"
"Patrick McGee","ALL","8","So","SUNY Oneonta","SUNYAC","INF","29","26","91","105","14","20","5","2","1","15","32","26","6","4","2","2","0","7","2",".220",".291",".352",".643",".132",".288",".280",".248",".057",".010","10.39"
"Patrick Mylott","ALL","17","Sr","RIT","Liberty League","OF","37","36","124","158","27","40","12","0","3","20","61","29","21","10","2","1","0","2","1",".323",".452",".492",".944",".169",".394",".414",".184",".133",".019","29.61"
"Patrick O'Leary","ALL","5","Jr","Kenyon","NCAC","OF","37","37","134","159","32","54","12","3","10","46","102","22","21","3","1","0","2","8","1",".403",".491",".761","1.252",".358",".427",".526",".138",".132",".063","44.13"
"Patrick Rood","ALL","6","Jr","Stevens","Empire 8","2B","33","31","108","121","15","19","6","0","1","12","28","28","6","6","1","0","1","3","2",".176",".256",".259",".515",".083",".225",".239",".231",".050",".008","6.50"
"Patrick Tevenan","ALL","26","Fr","Gordon","CCC","C","27","24","67","85","10","12","2","0","0","6","14","11","10","3","1","4","2","3","1",".179",".309",".209",".518",".030",".211",".241",".129",".118",".000","5.30"
"Patrick Vartanian","ALL","24","Sr","UMass Dartmouth","Little East","C","37","37","135","155","20","39","16","0","1","22","58","15","14","3","2","1","1","1","1",".289",".364",".430",".794",".141",".314",".347",".097",".090",".006","21.38"
"Patrick Wallace","ALL","3","Jr","Purchase","Skyline","INF","33","32","94","117","18","31","3","1","2","16","42","12","17","4","0","2","0","10","2",".330",".452",".447",".899",".117",".363",".397",".103",".145",".017","22.30"
"Paul Barker","ALL","38","Jr","Medaille","AMCC","OF","18","6","25","33","3","6","2","0","0","2","8","9","3","1","0","4","0","0","0",".240",".345",".320",".665",".080",".375",".269",".273",".091",".000","3.23"
"Paul Beck","ALL","20","Sr","Southern Va.","CAC","1B","11","8","23","26","2","4","0","0","0","0","4","6","3","0","0","0","0","0","0",".174",".269",".174",".443",".000",".235",".217",".231",".115",".000","1.25"
"Paul Cappetta","ALL","34","Sr","Edgewood","NACC","OF","21","14","49","56","4","9","1","0","0","5","10","19","6","1","0","0","0","1","3",".184",".286",".204",".490",".020",".300",".237",".339",".107",".000","2.38"
"Paul Dobravec","ALL","25","Jr","Aurora","NACC","INF","41","39","149","172","27","47","13","2","0","29","64","19","17","3","3","0","1","0","3",".315",".390",".430",".820",".114",".353",".361",".110",".099",".000","25.48"
"Paul Fomby","ALL","39","Fr","Elmhurst","CCIW","dh","19","14","48","55","6","12","3","0","1","7","18","18","3","4","0","0","0","0","1",".250",".345",".375",".720",".125",".379",".327",".327",".055",".018","6.29"
"Paul Franzese","ALL","36","Jr","SUNY Cortland","SUNYAC","INF","35","8","51","66","17","15","2","0","2","7","23","22","13","2","0","0","0","1","0",".294",".455",".451",".906",".157",".481",".408",".333",".197",".030","12.02"
"Paul Giacomazzi","ALL","17","Jr","Rhodes","SAA","P","45","43","173","206","39","48","10","1","1","30","63","18","26","2","2","3","2","14","3",".277",".374",".364",".738",".087",".301",".329",".087",".126",".005","27.74"
"Paul Helman","ALL","1","So","King's (PA)","MAC Freedom","C","12","8","21","29","3","6","0","0","0","4","6","3","5","0","2","1","0","0","1",".286",".393",".286",".679",".000",".300",".303",".103",".172",".000","3.35"
"Paul Hinton","ALL","12","Fr","Carleton","MIAC","3B","33","31","128","134","20","42","9","1","0","18","53","10","2","0","2","2","1","3","3",".328",".333",".414",".747",".086",".350",".320",".075",".015",".000","17.28"
"Paul Kittredge","ALL","12","So","Pine Manor","DIII Independent","C","19","14","43","55","5","7","1","0","0","5","8","16","5","4","1","2","0","0","1",".163",".302",".186",".488",".023",".250",".235",".291",".091",".000","3.03"
"Paul Links","ALL","23","Fr","Centenary (NJ)","CSAC","UT","34","34","116","134","31","36","8","5","0","18","54","13","9","7","2","0","1","5","1",".310",".388",".466",".854",".155",".343",".373",".097",".067",".000","22.39"
"Paul Nussbaum","ALL","4","Sr","Chatham","PAC","2B","35","35","125","149","29","38","2","0","0","9","40","11","20","2","1","1","0","3","1",".304",".405",".320",".725",".016",".330",".334",".074",".134",".000","21.01"
"Paul Sances","ALL","11","Sr","Mass. Maritime","MASCAC","OF","34","34","123","142","21","36","7","0","0","6","43","21","14","4","1","0","0","6","1",".293",".380",".350",".730",".057",".350",".333",".148",".099",".000","19.58"
"Paul Scioli","ALL","6","Sr","Dallas","SCAC","C","36","30","115","129","11","24","7","0","1","16","34","22","11","3","0","0","1","2","3",".209",".295",".296",".591",".087",".250",".271",".171",".085",".008","9.60"
"Paul Siciliano","ALL","7","Jr","Kenyon","NCAC","INF","24","18","62","76","10","12","4","1","1","13","21","18","8","2","2","2","0","0","2",".194",".297",".339",".636",".145",".244",".278",".237",".105",".013","6.29"
"Paul Tammaro","ALL","1","Fr","Oswego St.","SUNYAC","INF","37","36","127","156","31","32","3","0","1","12","38","13","11","12","1","5","3","6","5",".252",".364",".299",".663",".047",".272",".302",".083",".071",".006","15.78"
"Paul Woodley","ALL","24","So","Penn St.-Abington","NEAC","OF","36","36","138","164","32","51","15","1","1","30","71","22","17","3","3","3","1","4","2",".370",".441",".514",".955",".145",".424",".408",".134",".104",".006","31.34"
"Payton Clouse","ALL","30","So","Rockford","NACC","C","12","11","32","37","4","5","2","0","0","0","7","7","2","0","0","3","0","0","1",".156",".206",".219",".425",".063",".200",".178",".189",".054",".000","0.73"
"Payton Jancsy","ALL","8","Jr","Chicago","MWC","INF","35","35","144","164","38","52","8","6","0","26","72","13","14","2","0","4","3","13","3",".361",".425",".500",".925",".139",".397",".395",".079",".085",".000","31.08"
"Payton Nelson","ALL","25","So","Wis.-Stevens Point","WIAC","OF","38","38","154","178","32","55","13","2","3","33","81","15","20","3","1","0","3","10","5",".357",".438",".526",".964",".169",".380",".421",".084",".112",".017","34.18"
"Payton Stokes","ALL","22","Sr","McMurry","ASC","2B","36","35","122","130","9","28","4","0","0","9","32","28","5","0","0","3","2","0","2",".230",".260",".262",".522",".033",".298",".230",".215",".038",".000","7.03"
"Payton Walsh","ALL","12","Fr","Redlands","SCIAC","OF","37","32","121","135","19","33","8","4","1","24","52","25","9","2","1","2","2","2","0",".273",".331",".430",".761",".157",".333",".327",".185",".067",".007","17.51"
