"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Alex Fedje-Johnson","ALL","16","Jr","Davidson","Atlantic 10","INF","28","20","67","79","9","8","2","0","0","8","10","24","8","1","0","3","1","2","0",".119",".224",".149",".373",".030",".186",".179",".304",".101",".000","1.55"
"Alex Gamache","ALL","21","So","Georgetown","Big East","C","30","16","58","67","3","17","5","0","1","10","25","19","7","1","1","0","0","0","0",".293",".373",".431",".804",".138",".410",".355",".284",".104",".015","9.83"
"Alex Gionis","ALL","7","Sr","Holy Cross","Patriot","INF","54","53","150","205","26","35","8","2","3","28","56","55","37","9","2","7","0","3","3",".233",".409",".373",".782",".140",".340",".348",".268",".180",".015","27.91"
"Alex Hannie","ALL","10","So","Louisiana","Sun Belt","OF","22","3","16","20","3","5","0","1","0","3","7","7","0","2","1","1","0","2","0",".312",".368",".438",".806",".125",".500",".331",".350",".000",".000","3.32"
"Alex Hendricks","ALL","15","Sr","North Florida","ASUN","OF","16","3","14","17","7","1","0","0","0","0","1","4","2","1","0","0","1","0","0",".071",".235",".071",".306",".000",".100",".176",".235",".118",".000","-0.17"
"Alex Henwood","ALL","3","Sr","Nebraska","Big Ten","INF","39","30","90","122","20","25","4","0","2","11","35","21","20","5","2","5","3","5","0",".278",".427",".389",".816",".111",".333",".357",".172",".164",".016","18.29"
"Alex Howard","ALL","3","Sr","Arkansas St.","Sun Belt","INF","55","54","200","247","37","46","12","0","8","36","82","74","22","18","4","3","1","4","2",".230",".352",".410",".762",".180",".311",".337",".300",".089",".032","31.37"
"Alex Isola","ALL","34","Jr","TCU","Big 12","C","54","49","187","220","28","50","7","0","5","31","72","46","25","8","0","0","0","2","2",".267",".377",".385",".762",".118",".331",".346",".209",".114",".023","30.20"
"Alex Jackson","ALL","2","Jr","Wichita St.","AAC","OF","45","17","111","125","12","24","4","1","0","12","30","29","9","2","2","1","1","3","3",".216",".282",".270",".552",".054",".286",".250",".232",".072",".000","8.47"
"Alex Jemal","ALL","17","Fr","Seattle U","WAC","P","24","4","4","6","0","1","0","0","0","0","1","2","2","0","0","0","0","0","0",".250",".500",".250",".750",".000",".500",".378",".333",".333",".000","0.92"
"Alex Jobe","ALL","39","So","Davidson","Atlantic 10","INF","4","0","2","3","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0",".000",".333",".000",".333",".000",".000",".230",".667",".333",".000","0.10"
"Alex Kriss","ALL","2","Sr","Mount St. Mary's","NEC","INF","49","49","203","226","35","55","16","1","5","48","88","41","14","3","5","1","1","3","5",".271",".320",".433",".753",".163",".309",".326",".181",".062",".022","27.38"
"Alex Lambeau","ALL","31","So","LMU (CA)","WCC","INF","58","50","183","202","16","45","6","1","0","10","53","59","6","4","2","7","6","8","3",".246",".282",".290",".572",".044",".357",".248",".292",".030",".000","14.06"
"Alex LeForestier","ALL","2","So","Pacific","WCC","INF","46","45","153","197","31","40","6","0","1","26","49","20","37","5","0","2","2","1","5",".261",".421",".320",".741",".059",".295",".346",".102",".188",".005","25.03"
"Alex Leshock","ALL","22","So","Appalachian St.","Sun Belt","OF","42","36","138","160","21","33","2","1","0","10","37","35","13","5","1","3","1","9","3",".239",".325",".268",".593",".029",".317",".271",".219",".081",".000","14.74"
"Alex Lyon","ALL","2","Sr","Southern Ill.","MVC","UT","52","52","192","219","38","53","13","2","7","38","91","49","19","3","4","1","5","19","3",".276",".344",".474",".818",".198",".329",".353",".224",".087",".032","32.07"
"Alex Mardiney","ALL","31","So","Davidson","Atlantic 10","OF","51","51","187","224","34","48","7","1","7","26","78","53","30","3","2","2","3","0","2",".257",".365",".417",".782",".160",".318",".346",".237",".134",".031","29.57"
"Alex Marinelli","ALL","99","Sr","Marist","MAAC","P","3","0","2","4","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0",".000",".500",".000",".500",".000",".000",".353",".250",".250",".000","0.44"
"Alex Martinez","ALL","12","Fr","Prairie View","SWAC","INF","52","51","203","234","45","67","14","1","11","58","116","26","20","5","6","0","2","3","2",".330",".393",".571",".964",".241",".326",".412",".111",".085",".047","44.33"
"Alex McGarry","ALL","44","So","Oregon St.","Pac-12","OF","49","42","157","187","36","46","5","0","8","29","75","56","29","0","1","0","2","3","4",".293",".401",".478",".879",".185",".404",".388",".299",".155",".043","30.01"
"Alex Milone","ALL","10","Fr","Siena","MAAC","C","46","42","139","170","21","35","4","0","3","24","48","36","24","6","1","0","2","1","5",".252",".382",".345",".727",".094",".317",".336",".212",".141",".018","19.91"
"Alex Nielsen","ALL","10","Sr","Southeast Mo. St.","OVC","INF","55","55","182","229","24","47","8","2","0","35","59","21","23","12","2","10","2","1","4",".258",".374",".324",".698",".066",".288",".309",".092",".100",".000","25.77"
"Alex O'Rourke","ALL","9","Jr","George Washington","Atlantic 10","C","15","3","21","24","3","6","0","0","0","3","6","6","2","0","1","0","1","0","0",".286",".333",".286",".619",".000",".375",".280",".250",".083",".000","2.20"
"Alex Olguin","ALL","10","Fr","Texas Southern","SWAC","INF","22","14","10","13","1","2","0","0","0","0","2","5","2","1","0","0","0","0","1",".200",".385",".200",".585",".000",".400",".298",".385",".154",".000","0.91"
"Alex Ortiz","ALL","3","Fr","N.C. Central","MEAC","INF","18","10","43","52","7","7","2","0","0","4","9","9","8","1","0","0","1","2","0",".163",".308",".209",".517",".047",".206",".254",".173",".154",".000","3.46"
"Alex Parker","ALL","12","Jr","Towson","CAA","P","2","0","2","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0",".500",".500",".500","1.000",".000",".500",".445",".000",".000",".000","0.50"
"Alex Perry","ALL","8","Fr","Sacred Heart","NEC","OF","40","32","119","140","23","29","3","1","0","9","34","29","13","4","0","4","5","12","1",".244",".338",".286",".624",".042",".322",".282",".207",".093",".000","13.61"
"Alex Peterson","ALL","14","So","Missouri","SEC","OF","36","21","80","94","17","16","3","0","1","7","22","19","8","3","2","1","0","5","3",".200",".290",".275",".565",".075",".242",".258",".202",".085",".011","7.06"
"Alex Raines","ALL","14","Jr","Winthrop","Big South","C","48","47","204","223","31","64","7","0","1","20","74","26","13","3","2","1","0","2","10",".314",".360",".363",".723",".049",".352",".323",".117",".058",".004","26.55"
"Alex Reynolds","ALL","9","Sr","North Florida","ASUN","UT","53","52","180","217","28","50","10","0","0","24","60","26","29","4","3","1","1","1","6",".278",".384",".333",".717",".056",".318",".328",".120",".134",".000","25.91"
"Alex Rodriguez","ALL","19","Sr","Kentucky","SEC","INF","41","32","97","124","14","15","7","0","1","15","25","34","17","6","1","3","1","8","0",".155",".314",".258",".572",".103",".222",".268",".274",".137",".008","10.32"
"Alex Rodriguez","ALL","30","So","Northern Ill.","MAC","INF","26","20","70","82","9","13","2","0","0","4","15","16","9","1","0","2","5","3","6",".186",".287",".214",".501",".029",".241",".235",".195",".110",".000","1.59"
"Alex Ronnebaum","ALL","31","So","Kent St.","MAC","INF","42","34","124","144","23","32","9","0","5","28","56","27","13","7","0","0","0","1","2",".258",".361",".452",".813",".194",".293",".361",".188",".090",".035","20.38"
"Alex Rosen","ALL","7","Fr","Georgetown","Big East","INF","33","25","91","105","10","18","7","1","2","10","33","34","8","3","1","2","1","1","0",".198",".282",".363",".645",".165",".286",".281",".324",".076",".019","9.24"
"Alex Russo","ALL","26","Fr","Rutgers","Big Ten","OF","20","6","28","31","5","6","2","0","0","2","8","9","3","0","0","0","0","1","0",".214",".290",".286",".576",".071",".316",".264",".290",".097",".000","2.56"
"Alex Sala","ALL","25","Sr","Austin Peay","OVC","C","35","13","46","57","5","11","3","0","2","9","20","11","8","1","1","1","0","0","3",".239",".357",".435",".792",".196",".265",".344",".193",".140",".035","6.69"
"Alex Schmitz","ALL","20","Jr","Oral Roberts","Summit League","INF","22","6","31","36","1","5","1","0","0","5","6","13","2","0","0","3","0","1","0",".161",".212",".194",".406",".032",".278",".173",".361",".056",".000","1.10"
"Alex Schutz","ALL","22","Sr","St. Bonaventure","Atlantic 10","INF","41","27","103","122","10","24","9","2","2","13","43","35","14","1","0","4","3","3","0",".233",".331",".417",".748",".184",".333",".320",".287",".115",".016","14.02"
"Alex Sevensky","ALL","37","So","Oral Roberts","Summit League","C","1","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","1.000",".000","1.000",".000",".000",".690",".000","1.000",".000","0.34"
"Alex Sica","ALL","23","Jr","Hofstra","CAA","1B","19","12","49","56","3","6","2","0","0","5","8","21","6","1","0","0","0","0","0",".122",".232",".163",".395",".041",".214",".196",".375",".107",".000","1.39"
"Alex Slawinski","ALL","1","Jr","Saint Peter's","MAAC","SS","6","0","5","5","1","2","0","0","0","0","2","3","0","0","0","0","0","0","0",".400",".400",".400",".800",".000","1.000",".356",".600",".000",".000","0.83"
"Alex Stevenson","ALL","13","Jr","Eastern Ill.","OVC","INF","17","3","14","15","1","3","0","0","0","2","3","5","1","0","0","0","0","0","0",".214",".267",".214",".481",".000",".333",".224",".333",".067",".000","0.86"
"Alex Stiegler","ALL","15","Jr","Yale","Ivy League","P","27","22","40","46","3","8","3","1","0","2","13","15","4","1","0","1","2","0","0",".200",".289",".325",".614",".125",".320",".271",".326",".087",".000","3.15"
"Alex Strachan","ALL","23","So","Jacksonville St.","OVC","1B","50","41","148","174","31","37","7","0","11","24","77","34","21","4","0","1","0","0","1",".250",".358",".520",".878",".270",".252",".381",".195",".121",".063","27.57"
"Alex Tappen","ALL","13","So","Virginia","ACC","INF","46","34","127","145","28","29","5","0","3","23","43","24","11","4","3","0","1","4","4",".228",".303",".339",".642",".110",".252",".288",".166",".076",".021","13.36"
"Alex Taylor","ALL","41","Jr","VCU","Atlantic 10","OF","44","39","118","166","27","24","7","1","0","14","33","28","35","6","2","5","0","6","2",".203",".404",".280",".684",".076",".261",".321",".169",".211",".000","19.85"
"Alex Thul","ALL","10","Jr","Albany (NY)","America East","INF","24","10","52","60","6","14","3","0","0","5","17","18","4","4","0","0","0","0","0",".269",".367",".327",".694",".058",".412",".321",".300",".067",".000","7.19"
"Alex Vasquez","ALL","7","So","Delaware St.","MEAC","C","21","13","54","59","6","11","5","0","0","11","16","10","2","3","0","0","0","1","1",".204",".271",".296",".567",".093",".250",".258",".169",".034",".000","4.04"
"Alex Volpi","ALL","15","Jr","Holy Cross","Patriot","INF","43","37","109","133","18","22","4","0","3","19","35","42","15","6","2","1","0","1","1",".202",".326",".321",".647",".119",".288",".296",".316",".113",".023","13.13"
"Alex Webb","ALL","12","Jr","Jacksonville St.","OVC","c","61","58","240","271","36","73","21","1","9","56","123","43","22","4","4","1","1","3","6",".304",".367",".512",".879",".208",".333",".379",".159",".081",".033","42.86"
"Alex Wolanski","ALL","39","Sr","Eastern Mich.","MAC","C","18","8","31","44","7","5","1","0","1","4","9","15","8","4","1","0","0","0","1",".161",".386",".290",".676",".129",".250",".328",".341",".182",".023","4.67"
"Alex Zulia","ALL","4","Fr","Niagara","MAAC","1B","30","12","66","71","10","19","0","1","0","3","21","19","3","1","1","0","0","4","0",".288",".324",".318",".642",".030",".396",".288",".268",".042",".000","8.47"
"Alexander Ferlenda","ALL","18","Sr","St. Bonaventure","Atlantic 10","OF","15","5","30","34","4","6","0","0","0","2","6","8","2","0","0","2","0","0","0",".200",".250",".200",".450",".000",".273",".198",".235",".059",".000","1.61"
"Alexander Gonzales","ALL","21","Jr","CSU Bakersfield","WAC","C","30","12","56","66","9","14","2","0","1","9","19","10","8","1","1","0","1","1","3",".250",".348",".339",".687",".089",".283",".313",".152",".121",".015","6.51"
"Alexander Marco","ALL","3","Jr","Utah Valley","WAC","OF","54","54","202","251","29","60","13","0","6","42","91","41","31","12","4","2","0","0","6",".297",".414",".450",".864",".153",".340",".381",".163",".124",".024","39.51"
"Alexander Pup","ALL","21","Fr","Air Force","MWC","INF","49","46","167","187","26","46","7","1","0","15","55","34","16","1","1","2","1","8","4",".275",".341",".329",".670",".054",".343",".300",".182",".086",".000","20.68"
"Alika Williams","ALL","5","So","Arizona St.","Pac-12","INF","57","57","213","262","54","71","12","3","4","53","101","28","33","7","6","3","4","9","3",".333",".429",".474",".903",".141",".358",".392",".107",".126",".015","46.41"
"Alix Garcia","ALL","42","Jr","Oklahoma St.","Big 12","INF","50","45","163","188","19","48","7","0","8","25","79","42","23","2","0","0","1","0","8",".294",".388",".485",".873",".190",".354",".385",".223",".122",".043","28.22"
"Allbry Major","ALL","34","So","Xavier","Big East","OF","51","51","203","229","32","57","15","3","7","34","99","51","18","2","3","3","3","4","1",".281",".341",".488",".829",".207",".338",".353",".223",".079",".031","33.21"
"Allonte Wingate","ALL","0","Sr","Texas A&M","SEC","UT","31","12","53","60","7","10","0","0","0","4","10","15","4","0","0","3","0","0","2",".189",".246",".189",".435",".000",".263",".194",".250",".067",".000","1.84"
"Alonso Bibiano","ALL","9","Jr","Central Ark.","Southland","OF","41","28","105","127","12","18","1","0","1","7","22","27","13","3","1","5","1","2","4",".171",".279",".210",".489",".038",".218",".226",".213",".102",".008","6.00"
"Alsander Womack","ALL","23","So","Norfolk St.","MEAC","INF","42","42","167","188","26","63","10","1","3","31","84","16","19","1","1","0","4","10","9",".377",".441",".503",".944",".126",".403",".415",".085",".101",".016","34.35"
"Alvin Melendez","ALL","7","Jr","Fordham","Atlantic 10","UT","61","58","211","244","37","57","10","2","5","29","86","35","19","7","3","4","6","35","2",".270",".346",".408",".754",".137",".299",".329",".143",".078",".020","34.71"
"Anders Davidson","ALL","1","Jr","San Jose St.","MWC","OF","20","7","22","30","8","8","3","0","0","3","11","7","3","3","1","1","0","1","1",".364",".483",".500",".983",".136",".500",".416",".233",".100",".000","5.63"
"Andre Antone","ALL","30","Fr","UC Irvine","Big West","UT","27","18","62","73","6","12","3","0","0","12","15","23","9","2","0","0","0","0","4",".194",".315",".242",".557",".048",".308",".267",".315",".123",".000","4.20"
"Andre Lipcius","ALL","13","Jr","Tennessee","SEC","INF","61","61","237","276","51","73","15","0","17","58","139","33","31","6","2","0","1","10","5",".308",".399",".586",".985",".278",".296",".424",".120",".112",".062","53.41"
"Andre Marrero","ALL","21","Jr","Quinnipiac","MAAC","OF","59","59","234","266","51","74","14","4","10","48","126","35","26","2","4","0","5","20","6",".316",".383",".538",".921",".222",".332",".397",".132",".098",".038","47.40"
"Andre Nnebe","ALL","33","So","Santa Clara","WCC","OF","35","29","130","150","17","29","2","0","5","14","46","60","14","6","0","0","0","2","3",".223",".327",".354",".681",".131",".369",".311",".400",".093",".033","15.72"
"Andre Orselli","ALL","33","Fr","Ball St.","MAC","P","25","12","54","60","12","14","2","3","1","13","25","11","6","0","0","0","0","0","3",".259",".333",".463",".796",".204",".310",".346",".183",".100",".017","7.56"
"Andre Walden","ALL","34","So","Army West Point","Patriot","OF","60","59","200","249","44","55","10","2","5","42","84","67","37","5","2","5","2","25","2",".275",".398",".420",".818",".145",".385",".359",".269",".149",".020","39.87"
"Andres Alvarez","ALL","3","Sr","Washington St.","Pac-12","INF","53","53","204","244","25","59","13","1","2","19","80","34","23","1","0","16","0","5","4",".289",".364",".392",".756",".103",".339",".316",".139",".094",".008","31.22"
"Andres Antonini","ALL","13","Fr","Pittsburgh","ACC","INF","28","17","70","81","6","17","1","1","0","10","20","19","9","0","1","1","1","0","2",".243",".325",".286",".611",".043",".327",".277",".235",".111",".000","6.85"
"Andres Kim","ALL","2","Sr","USC Upstate","Big South","INF","48","45","184","218","31","59","10","1","1","25","74","22","19","8","2","5","4","0","6",".321",".404",".402",".806",".082",".356",".354",".101",".087",".005","30.08"
"Andres Machado","ALL","2","So","UMBC","America East","INF","48","48","150","182","21","31","4","0","0","14","35","42","24","1","0","7","1","7","2",".207",".320",".233",".553",".027",".287",".255",".231",".132",".000","14.30"
"Andres Sosa","ALL","1","Jr","DBU","MVC","INF","47","40","141","170","30","37","5","0","8","34","66","30","18","7","4","0","2","7","3",".262",".365",".468",".833",".206",".271",".365",".176",".106",".047","25.33"
