"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Cameron Pearcey","ALL","6","Jr","Coastal Caro.","Sun Belt","OF","62","54","211","251","42","64","14","1","5","31","95","55","17","12","4","7","3","20","2",".303",".381",".450",".831",".147",".381",".356",".219",".068",".020","39.77"
"Cameron Reeves","ALL","15","Fr","The Citadel","SoCon","P","22","4","3","4","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0",".000",".250",".000",".250",".000",".000",".173",".500",".250",".000","-0.01"
"Cameron Roof","ALL","32","Fr","Winthrop","Big South","INF","7","0","6","6","1","1","0","0","0","0","1","2","0","0","0","0","0","0","0",".167",".167",".167",".334",".000",".250",".148",".333",".000",".000","0.03"
"Cameron Rountree","ALL","42","Fr","Wright St.","Horizon","P","31","10","33","43","11","8","2","0","0","0","10","11","8","1","0","1","1","3","0",".242",".405",".303",".708",".061",".364",".328",".256",".186",".000","5.43"
"Cameron Simmons","ALL","20","Sr","Virginia","ACC","OF","55","55","208","245","38","54","12","0","5","34","81","51","27","8","2","0","0","12","4",".260",".363",".389",".752",".130",".318",".339",".208",".110",".020","33.00"
"Cameron Swanger","ALL","13","Fr","Missouri","SEC","INF","22","8","41","44","2","8","1","0","2","9","15","11","1","1","1","0","0","0","2",".195",".227",".366",".593",".171",".207",".258",".250",".023",".045","2.69"
"Cameron Thompson","ALL","3","Jr","Kansas St.","Big 12","UT","58","58","247","263","36","68","13","2","5","30","100","50","13","1","2","0","3","8","3",".275",".312",".405",".717",".130",".325",".314",".190",".049",".019","31.19"
"Cameron Turley","ALL","18","So","Georgia Tech","ACC","C","12","2","6","12","2","0","0","0","0","1","0","5","4","0","1","1","0","0","0",".000",".364",".000",".364",".000",".000",".230",".417",".333",".000","0.72"
"Cameron Warren","ALL","11","Sr","Texas Tech","Big 12","OF","66","65","242","293","63","86","17","2","18","79","161","30","40","6","5","0","0","1","4",".355",".451",".665","1.116",".310",".342",".472",".102",".137",".061","67.62"
"Cameron Witt","ALL","11","Jr","Campbell","Big South","OF","31","18","68","83","12","14","3","0","0","8","17","18","8","6","0","1","1","3","2",".206",".341",".250",".591",".044",".280",".282",".217",".096",".000","6.86"
"Carl Gindl","ALL","44","So","Ole Miss","SEC","OF","34","5","34","39","12","8","1","0","0","6","9","9","4","0","1","0","1","2","0",".235",".308",".265",".573",".029",".308",".263",".231",".103",".000","3.29"
"Carlin Christian","ALL","35","Jr","Radford","Big South","OF","30","10","33","41","9","6","0","0","0","2","6","8","3","3","0","2","2","0","0",".182",".308",".182",".490",".000",".240",".233",".195",".073",".000","1.92"
"Carlos Alviarez","ALL","13","Jr","Coppin St.","MEAC","OF","40","39","137","155","19","40","7","1","1","27","52","40","13","3","1","1","2","3","4",".292",".364",".380",".744",".088",".402",".331",".258",".084",".006","19.00"
"Carlos Garrido","ALL","21","Sr","Longwood","Big South","C","46","42","144","163","16","42","9","1","1","23","56","42","15","2","1","1","1","1","5",".292",".364",".389",".753",".097",".402",".335",".258",".092",".006","20.01"
"Carlos Kelly","ALL","13","Sr","New Orleans","Southland","INF","4","0","6","7","1","1","0","0","0","0","1","1","0","1","0","0","0","0","1",".167",".286",".167",".453",".000",".200",".230",".143",".000",".000","0.02"
"Carmen Sclafani","ALL","19","Sr","Rutgers","Big Ten","INF","48","45","162","186","19","35","4","1","7","33","62","55","16","5","1","2","3","6","5",".216",".304",".383",".687",".167",".277",".304",".296",".086",".038","18.10"
"Carmine Pagano","ALL","4","Sr","UNC Asheville","Big South","INF","52","52","196","226","21","43","13","2","0","16","60","26","15","6","4","5","2","3","2",".219",".290",".306",".596",".087",".247",".263",".115",".066",".000","18.27"
"Carson Bartels","ALL","15","Jr","St. John's (NY)","Big East","INF","54","53","212","252","39","56","11","0","1","30","70","39","25","6","1","8","1","8","3",".264",".357",".330",".687",".066",".318",".305",".155",".099",".004","29.04"
"Carson Bell","ALL","5","Fr","James Madison","CAA","INF","24","6","33","42","4","5","0","0","0","2","5","13","6","3","0","0","1","0","0",".152",".333",".152",".485",".000",".250",".256",".310",".143",".000","2.46"
"Carson Breshears","ALL","9","Sr","Gonzaga","WCC","INF","42","19","66","87","11","10","0","0","0","3","10","12","12","4","0","5","1","0","0",".152",".317",".152",".469",".000",".185",".231",".138",".138",".000","4.97"
"Carson Carroll","ALL","36","Fr","Tennessee Tech","OVC","C","2","1","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".500",".000",".000","-0.21"
"Carson Chapman","ALL","28","Fr","SFA","Southland","OF","8","1","13","14","0","3","0","0","0","1","3","6","1","0","0","0","0","0","0",".231",".286",".231",".517",".000",".429",".240",".429",".071",".000","0.95"
"Carson Clowers","ALL","8","Fr","SFA","Southland","INF","52","47","129","143","6","18","2","0","0","8","20","28","6","1","0","7","3","6","1",".140",".184",".155",".339",".016",".178",".151",".196",".042",".000","0.82"
"Carson Cox","ALL","5","Fr","Wichita St.","AAC","OF","4","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Carson Crowe","ALL","30","Fr","Jacksonville St.","OVC","OF","45","36","137","153","24","35","9","0","6","18","62","47","15","0","0","1","1","4","2",".255",".329",".453",".782",".197",".345",".341",".307",".098",".039","19.93"
"Carson Davis","ALL","32","Sr","UMES","MEAC","C","40","33","93","123","13","27","4","1","2","11","39","20","19","6","2","3","1","4","3",".290",".433",".419",".852",".129",".342",".375",".163",".154",".016","19.39"
"Carson Dunkel","ALL","3","Fr","Siena","MAAC","C","32","24","66","90","10","13","1","0","0","6","14","28","17","3","0","4","1","0","3",".197",".384",".212",".596",".015",".342",".287",".311",".189",".000","7.27"
"Carson Johnson","ALL","2","Jr","Charlotte","C-USA","INF","53","53","207","235","33","63","10","1","0","16","75","29","21","6","0","1","2","5","8",".304",".385",".362",".747",".058",".354",".338",".123",".089",".000","29.98"
"Carson Klepzig","ALL","23","Jr","La.-Monroe","Sun Belt","C","33","19","67","78","8","6","1","0","1","5","10","19","4","3","1","3","2","0","0",".090",".173",".149",".322",".060",".104",".152",".244",".051",".013","-0.42"
"Carson Matthews","ALL","5","Fr","BYU","WCC","INF","33","29","100","112","16","25","2","1","2","17","35","22","8","0","0","4","1","4","1",".250",".306",".350",".656",".100",".303",".283",".196",".071",".018","11.55"
"Carson Maxwell","ALL","11","Sr","McNeese","Southland","INF","61","61","245","276","34","68","16","2","10","47","118","65","19","5","7","0","2","5","4",".278",".333",".482",".815",".204",".328",".351",".236",".069",".036","38.92"
"Carson McCusker","ALL","12","Jr","Oklahoma St.","Big 12","OF","52","52","196","222","36","61","17","3","6","40","102","61","22","2","2","0","1","2","4",".311",".383",".520",".903",".209",".420",".391",".275",".099",".027","36.99"
"Carson Shacklett","ALL","29","Fr","Belmont","OVC","OF","13","1","7","12","2","1","0","0","0","0","1","3","5","0","0","0","1","0","0",".143",".500",".143",".643",".000",".250",".362",".250",".417",".000","1.24"
"Carson Taylor","ALL","16","Fr","Virginia Tech","ACC","C","37","36","138","163","29","40","9","1","2","19","57","21","20","3","1","1","0","0","6",".290",".389",".413",".802",".123",".328",".357",".129",".123",".012","22.25"
"Carson Wright","ALL","12","So","Lipscomb","ASUN","OF","23","2","18","21","5","4","0","0","0","3","4","2","3","0","0","0","1","2","0",".222",".333",".222",".555",".000",".250",".268",".095",".143",".000","1.77"
"Carter Aldrete","ALL","21","Jr","Arizona St.","Pac-12","INF","56","55","211","241","36","60","13","0","9","45","100","58","25","1","4","0","0","0","8",".284",".357",".474",".831",".190",".345",".362",".241",".104",".037","33.82"
"Carter Bins","ALL","29","Jr","Fresno St.","MWC","C","57","56","218","264","58","61","14","0","6","28","93","48","33","6","3","4","2","7","1",".280",".385",".427",".812",".147",".329",".356",".182",".125",".023","39.28"
"Carter Bridge","ALL","40","Jr","Indiana","Big Ten","OF","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","1.000",".000","1.000",".000",".000",".690",".000","1.000",".000","0.34"
"Carter Cross","ALL","26","So","Nebraska","Big Ten","OF","22","12","41","49","7","9","1","1","0","10","12","15","6","1","1","0","0","0","0",".220",".327",".293",".620",".073",".333",".285",".306",".122",".000","4.83"
"Carter Foster","ALL","20","Fr","Charlotte","C-USA","C","20","7","33","39","3","9","1","0","1","8","13","11","5","0","1","0","0","0","1",".273",".359",".394",".753",".121",".364",".335",".282",".128",".026","4.93"
"Carter Hayes","ALL","3","Jr","Pacific","WCC","INF","35","28","97","116","5","17","5","0","0","13","22","27","6","7","0","6","0","3","3",".175",".273",".227",".500",".052",".243",".226",".233",".052",".000","5.90"
"Carter Macias","ALL","42","Fr","Army West Point","Patriot","OF","26","7","37","50","11","10","0","0","1","4","13","10","8","3","0","2","2","1","1",".270",".438",".351",".789",".081",".346",".356",".200",".160",".020","6.56"
"Carter Perkins","ALL","14","Sr","South Alabama","Sun Belt","C","53","53","189","227","28","48","7","1","0","33","57","42","31","3","1","3","0","0","5",".254",".366",".302",".668",".048",".324",".307",".185",".137",".000","24.27"
"Carter Pharis","ALL","5","Sr","UAB","C-USA","INF","56","56","209","254","40","61","14","0","7","38","96","34","36","4","3","2","2","8","5",".292",".401",".459",".860",".167",".316",".377",".134",".142",".028","40.22"
"Carter Putz","ALL","4","Fr","Notre Dame","ACC","INF","52","47","174","203","27","46","8","1","1","19","59","41","19","1","3","6","1","5","4",".264",".335",".339",".674",".075",".333",".294",".202",".094",".005","21.58"
"Carter Sakamoto","ALL","14","Fr","Northern Colo.","WAC","C","15","7","20","21","0","0","0","0","0","1","0","15","0","0","1","0","0","0","1",".000",".000",".000",".000",".000",".000",".000",".714",".000",".000","-2.46"
"Carter Smith","ALL","35","Jr","Florida St.","ACC","C","45","23","94","112","18","23","5","0","2","10","34","22","16","1","0","1","1","0","0",".245",".360",".362",".722",".117",".300",".326",".196",".143",".018","13.54"
"Carter Thompson","ALL","9","Jr","North Dakota St.","Summit League","OF","37","32","113","137","19","23","5","2","3","21","41","41","17","5","1","1","2","1","2",".204",".331",".363",".694",".159",".286",".312",".299",".124",".022","13.92"
"Carter Williams","ALL","1","Jr","N.C. Central","MEAC","OF","49","48","198","226","34","65","14","0","5","42","94","21","23","1","4","0","0","14","3",".328",".394",".475",".869",".146",".341",".380",".093",".102",".022","39.75"
"Casen White","ALL","3","Fr","SFA","Southland","OF","39","4","27","31","3","4","0","0","0","1","4","7","4","0","0","0","0","0","2",".148",".258",".148",".406",".000",".200",".204",".226",".129",".000","0.45"
"Casey Brown","ALL","4","So","Fordham","Atlantic 10","INF","10","2","9","12","2","2","1","0","1","3","6","2","0","2","0","1","0","0","0",".222",".364",".667","1.031",".444",".167",".401",".167",".000",".083","2.08"
"Casey Buckley","ALL","24","Fr","Michigan","Big Ten","C","12","2","14","15","0","0","0","0","0","0","0","6","0","0","0","1","0","0","2",".000",".000",".000",".000",".000",".000",".000",".400",".000",".000","-2.10"
"Casey Burnham","ALL","3","Fr","Kansas","Big 12","OF","49","41","135","167","27","32","5","2","1","11","44","39","17","4","1","10","6","11","2",".237",".338",".326",".664",".089",".323",".285",".234",".102",".006","16.27"
"Casey Dana","ALL","28","So","Seton Hall","Big East","INF","52","52","188","232","31","44","5","0","8","27","73","54","36","5","3","0","3","10","1",".234",".366",".388",".754",".154",".279",".341",".233",".155",".034","31.07"
"Casey Dodge","ALL","31","Jr","Illinois","Big Ten","INF","15","0","12","20","1","2","0","0","1","2","5","4","3","1","0","4","0","0","0",".167",".375",".417",".792",".250",".143",".289",".200",".150",".050","2.35"
"Casey Haire","ALL","3","Fr","High Point","Big South","INF","5","0","2","5","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0",".000",".600",".000",".600",".000",".000",".414",".200",".600",".000","0.78"
"Casey Harford","ALL","21","So","UT Martin","OVC","INF","52","52","205","225","25","64","12","2","5","45","95","36","9","7","4","0","1","4","4",".312",".356",".463",".819",".151",".351",".357",".160",".040",".022","33.70"
"Casey Jacobsen","ALL","16","Sr","BYU","WCC","INF","36","26","104","113","13","25","4","1","5","15","46","28","5","0","1","3","1","0","6",".240",".273",".442",".715",".202",".278",".301",".248",".044",".044","10.14"
"Casey Martin","ALL","15","So","Arkansas","SEC","INF","66","66","283","323","67","81","21","4","15","57","155","79","30","5","1","4","2","10","1",".286",".364",".548",".912",".261",".347",".388",".245",".093",".046","55.48"
"Casey Mayes","ALL","33","Fr","Michigan St.","Big Ten","OF","30","16","63","68","9","15","3","1","4","10","32","28","4","1","0","0","1","1","0",".238",".294",".508",".802",".270",".355",".346",".412",".059",".059","8.97"
"Casey O'Laughlin","ALL","33","So","Northwestern","Big Ten","OF","45","36","127","144","22","33","8","1","5","27","58","32","12","5","0","0","2","6","1",".260",".347",".457",".804",".197",".311",".355",".222",".083",".035","20.40"
"Casey Opitz","ALL","12","So","Arkansas","SEC","C","58","50","177","220","31","43","3","0","3","33","55","45","38","2","2","1","0","7","8",".243",".379",".311",".690",".068",".305",".321",".205",".173",".014","25.11"
"Casey Rother","ALL","18","Fr","Lehigh","Patriot","C","32","30","116","125","11","27","3","0","0","10","30","19","5","2","2","0","0","0","5",".233",".272",".259",".531",".026",".273",".240",".152",".040",".000","7.21"
"Casey Schmitt","ALL","8","So","San Diego St.","MWC","UT","56","55","200","236","42","63","8","2","5","36","90","30","25","10","1","0","1","4","4",".315",".415",".450",".865",".135",".349",".386",".127",".106",".021","39.57"
"Casey Vaughan","ALL","15","Sr","Arkansas St.","Sun Belt","OF","2","1","5","6","1","1","0","0","0","0","1","1","0","1","0","0","0","0","0",".200",".333",".200",".533",".000",".250",".268",".167",".000",".000","0.48"
"Caston Peter","ALL","48","Fr","Texas","Big 12","C","17","10","34","39","5","6","1","0","2","9","13","12","3","0","0","2","0","0","0",".176",".243",".382",".625",".206",".200",".262",".308",".077",".051","3.16"
"Cavan Tully","ALL","34","Fr","Binghamton","America East","INF","21","13","52","62","3","7","3","0","0","2","10","9","4","3","0","3","1","0","3",".135",".237",".192",".429",".058",".163",".198",".145",".065",".000","0.75"
"Cayden Zimmerman","ALL","15","Fr","Air Force","MWC","UT","6","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Cayman Richardson","ALL","22","Jr","Virginia","ACC","INF","51","44","163","187","29","44","5","3","1","16","58","46","12","3","2","7","3","4","4",".270",".328",".356",".684",".086",".364",".294",".246",".064",".005","19.32"
"Cesar Gomez","ALL","23","Jr","UT Arlington","Sun Belt","P","31","4","6","10","2","1","1","0","0","1","2","1","4","0","0","0","0","0","0",".167",".500",".333",".833",".167",".200",".403",".100",".400",".000","1.57"
"Chad Bell","ALL","19","Sr","La.-Monroe","Sun Belt","INF","57","57","231","266","45","77","15","2","21","61","159","51","30","1","3","1","3","2","9",".333",".408",".688","1.096",".355",".346",".461",".192",".113",".079","55.55"
"Chad Bible","ALL","23","Sr","San Diego St.","MWC","OF","53","48","170","203","29","47","9","0","7","30","77","47","22","9","2","0","3","6","4",".276",".384",".453",".837",".176",".339",".371",".232",".108",".034","30.02"
"Chad Castillo","ALL","24","Fr","California Baptist","WAC","OF","54","48","194","218","32","65","8","3","1","27","82","32","14","3","2","5","5","2","4",".335",".385",".423",".808",".088",".393",".349",".147",".064",".005","31.10"
"Chad Crosbie","ALL","35","Jr","Miami (FL)","ACC","OF","41","15","70","82","11","14","0","0","1","7","17","19","8","2","1","1","2","4","1",".200",".296",".243",".539",".043",".255",".252",".232",".098",".012","5.72"
"Chad Fairey","ALL","35","Fr","Clemson","ACC","UT","30","17","63","82","10","11","0","0","3","10","20","23","18","1","0","0","0","0","0",".175",".366",".317",".683",".143",".216",".324",".280",".220",".037","9.41"
"Chad McDaniel","ALL","20","So","Missouri","SEC","C","55","54","203","232","32","58","8","1","4","37","80","39","21","3","4","1","6","16","5",".286",".355",".394",".749",".108",".329",".331",".168",".091",".017","29.88"
"Chad Minato","ALL","6","Jr","Harvard","Ivy League","INF","43","43","159","184","26","46","6","0","2","14","58","42","16","3","1","5","3","6","2",".289",".363",".365",".728",".075",".379",".320",".228",".087",".011","22.83"
"Chad Stevens","ALL","2","So","Portland","WCC","SS","52","52","218","246","46","62","13","1","5","27","92","34","20","4","4","0","6","12","1",".284",".350",".422",".772",".138",".311",".340",".138",".081",".020","33.63"
"Champ Davison","ALL","2","Sr","Nicholls St.","Southland","OF","51","42","172","202","29","51","10","3","1","19","70","36","19","7","1","3","2","15","5",".297",".387",".407",".794",".110",".368",".350",".178",".094",".005","29.61"
"Chance Bodine","ALL","15","Jr","Eastern Ky.","OVC","C","10","0","7","12","3","1","0","0","0","1","1","3","2","3","0","0","0","0","1",".143",".500",".143",".643",".000",".250",".369",".250",".167",".000","1.24"
"Chance DiFebbo","ALL","15","So","Delaware","CAA","OF","32","17","67","74","6","11","0","0","0","3","11","24","5","1","0","1","0","0","0",".164",".233",".164",".397",".000",".256",".189",".324",".068",".000","2.25"
"Chance Medina","ALL","7","Jr","Incarnate Word","Southland","INF","26","18","70","84","20","17","5","0","2","11","28","16","8","5","0","1","0","2","4",".243",".361",".400",".761",".157",".288",".340",".190",".095",".024","9.83"
"Chandler Adkins","ALL","16","Jr","Belmont","OVC","OF","54","51","163","220","29","39","11","0","3","31","59","37","44","5","5","3","2","8","1",".239",".406",".362",".768",".123",".281",".348",".168",".200",".014","30.64"
"Chandler Anderson","ALL","16","Sr","Utah","Pac-12","OF","41","38","146","166","14","32","4","2","1","16","43","14","7","5","3","5","1","2","5",".219",".273",".295",".568",".075",".231",".248",".084",".042",".006","11.40"
"Chandler Bengston","ALL","25","Sr","Columbia","Ivy League","1B","32","32","124","152","34","36","4","0","11","34","73","39","23","3","1","1","0","1","7",".290",".411",".589","1.000",".298",".333",".427",".257",".151",".072","27.34"
"Chandler Chambers","ALL","16","So","Lipscomb","ASUN","OF","16","1","14","15","6","2","1","0","1","4","6","5","1","0","0","0","0","0","1",".143",".200",".429",".629",".286",".125",".271",".333",".067",".067","0.72"
"Chandler Davis","ALL","45","Fr","Ga. Southern","Sun Belt","C","15","1","15","21","3","2","0","0","0","2","2","4","5","1","0","0","0","0","1",".133",".381",".133",".514",".000",".182",".283",".190",".238",".000","1.40"
"Chandler Debrosse","ALL","1","Jr","Central Conn. St.","NEC","INF","44","41","168","191","28","48","9","0","2","19","63","26","21","1","1","0","0","1","2",".286",".366",".375",".741",".089",".326",".334",".136",".110",".010","25.19"
"Chandler Dillard","ALL","6","Jr","Jackson St.","SWAC","OF","49","40","140","163","30","48","9","1","0","22","59","28","11","9","1","2","3","12","2",".343",".422",".421",".843",".079",".425",".374",".172",".067",".000","27.31"
"Chandler Hughes","ALL","14","Jr","Ball St.","MAC","OF","9","0","8","9","1","0","0","0","0","0","0","5","1","0","0","0","0","0","0",".000",".111",".000",".111",".000",".000",".077",".556",".111",".000","-0.54"
"Chandler Jenkins","ALL","34","Sr","East Carolina","AAC","OF","39","7","59","69","10","12","0","0","3","8","21","5","5","2","0","3","0","0","2",".203",".288",".356",".644",".153",".176",".278",".072",".072",".043","6.01"
"Chandler Morris","ALL","13","Sr","Texas A&M","SEC","INF","25","13","45","57","5","7","0","0","0","5","7","15","10","2","0","0","0","2","1",".156",".333",".156",".489",".000",".233",".256",".263",".175",".000","3.84"
"Chandler Redmond","ALL","35","Sr","Gardner-Webb","Big South","INF","50","49","191","228","42","59","11","1","18","59","126","44","33","2","2","0","2","1","3",".309",".412",".660","1.072",".351",".313",".454",".193",".145",".079","47.56"
"Chandler Robertson","ALL","22","Sr","UCF","AAC","OF","56","53","183","224","25","49","9","0","1","22","61","36","28","6","3","4","2","6","7",".268",".377",".333",".710",".066",".322",".321",".161",".125",".004","25.82"
"Chaney Dodge","ALL","16","So","Northwestern St.","Southland","INF","20","8","34","44","9","5","1","0","0","5","6","15","4","3","2","1","0","0","1",".147",".279",".176",".455",".029",".238",".222",".341",".091",".000","1.95"
"Chaney Rogers","ALL","20","Fr","Georgia","SEC","UT","53","38","133","165","25","34","8","0","1","13","45","41","25","2","1","4","0","0","2",".256",".379",".338",".717",".083",".359",".322",".248",".152",".006","19.72"
"Charles Ludwick","ALL","41","Fr","Eastern Ky.","OVC","INF","39","28","104","138","19","27","2","1","4","24","43","35","26","6","2","0","2","1","2",".260",".428",".413",".841",".154",".343",".381",".254",".188",".029","21.07"
"Charles Robinson","ALL","29","Jr","Texas Southern","SWAC","OF","25","13","40","54","5","2","0","0","1","5","5","15","8","1","2","3","0","0","0",".050",".216",".125",".341",".075",".038",".171",".278",".148",".019","0.96"
"Charles Zaloumis","ALL","3","Sr","Saint Mary's (CA)","WCC","UT","10","1","11","11","3","1","0","0","0","0","1","3","0","0","0","0","1","2","1",".091",".091",".091",".182",".000",".125",".081",".273",".000",".000","-0.92"
"Charley Hesse","ALL","4","So","North Dakota St.","Summit League","INF","35","32","107","133","20","32","5","0","1","15","40","28","20","3","1","2","2","4","2",".299",".420",".374",".794",".075",".392",".358",".211",".150",".008","19.30"
"Charlie Benson","ALL","9","Fr","Georgia Tech","ACC","INF","20","0","9","15","2","2","0","0","0","1","2","5","4","2","0","0","0","1","0",".222",".533",".222",".755",".000",".500",".399",".333",".267",".000","2.56"
"Charlie Concannon","ALL","31","Sr","Saint Joseph's","Atlantic 10","1B","12","12","42","51","7","6","0","1","0","0","8","19","6","3","0","0","0","1","0",".143",".294",".190",".484",".048",".261",".243",".373",".118",".000","3.19"
"Charlie Fischer","ALL","22","Fr","Southern Miss.","C-USA","INF","9","1","11","12","0","2","1","0","0","1","3","5","1","0","0","0","0","0","0",".182",".250",".273",".523",".091",".333",".238",".417",".083",".000","0.66"
"Charlie Harrigan","ALL","32","Jr","Miami (OH)","MAC","INF","38","35","135","162","24","35","7","3","2","29","54","39","17","4","6","0","2","5","2",".259",".346",".400",".746",".141",".330",".327",".241",".105",".012","20.53"
"Charlie Maxwell","ALL","17","Jr","Northwestern","Big Ten","INF","37","27","101","118","17","23","5","2","0","5","32","30","12","3","0","2","2","1","2",".228",".328",".317",".645",".089",".324",".290",".254",".102",".000","10.62"
"Charlie Nasuti","ALL","23","So","Purdue","Big Ten","OF","29","18","55","59","6","10","2","1","0","7","14","21","4","0","0","0","0","0","1",".182",".237",".255",".492",".073",".294",".223",".356",".068",".000","2.68"
"Charlie Welch","ALL","36","Fr","Pepperdine","WCC","C","26","24","95","107","11","20","4","0","1","10","27","24","9","2","1","0","0","0","2",".211",".290",".284",".574",".074",".268",".263",".224",".084",".009","7.90"
"Chas Hadden","ALL","33","Sr","Belmont","OVC","C","53","51","159","214","16","39","6","0","0","23","45","29","47","1","2","5","3","10","5",".245",".416",".283",".699",".038",".295",".328",".136",".220",".000","25.98"
"Chase Aldridge","ALL","11","Sr","Harvard","Ivy League","INF","24","21","62","74","13","13","1","0","2","8","20","15","10","0","0","2","0","0","2",".210",".319",".323",".642",".113",".244",".287",".203",".135",".027","6.66"
"Chase Bushor","ALL","15","Sr","Southern California","Pac-12","INF","48","45","174","208","29","46","8","0","2","25","60","44","24","0","3","7","1","2","3",".264",".348",".345",".693",".080",".336",".303",".212",".115",".010","23.11"
"Chase Carlson","ALL","5","Fr","Lehigh","Patriot","INF","20","5","25","31","9","7","0","0","0","1","7","12","5","1","0","0","1","1","0",".280",".419",".280",".699",".000",".538",".335",".387",".161",".000","3.88"
"Chase Cheek","ALL","43","Jr","Duke","ACC","OF","48","48","181","210","35","53","11","3","1","24","73","35","23","3","1","2","3","20","2",".293",".380",".403",".783",".110",".356",".347",".167",".110",".005","31.68"
"Chase Cockrell","ALL","11","Sr","Ole Miss","SEC","INF","34","24","84","102","11","18","5","0","0","11","23","39","14","4","0","0","1","0","0",".214",".353",".274",".627",".060",".400",".299",".382",".137",".000","9.62"
"Chase Coker","ALL","8","Sr","Little Rock","Sun Belt","INF","51","49","176","206","31","42","6","2","2","27","58","53","17","8","1","4","4","14","1",".239",".332",".330",".662",".091",".328",".296",".257",".083",".010","22.31"
"Chase Colding","ALL","1","Jr","Mississippi Val.","SWAC","OF","33","33","119","127","16","21","0","2","2","11","31","28","3","0","3","2","3","4","1",".176",".192",".261",".453",".084",".207",".194",".220",".024",".016","4.42"
"Chase Cryer","ALL","15","Sr","Sam Houston St.","Southland","INF","26","16","62","64","10","15","2","0","2","8","23","11","1","1","0","0","0","2","1",".242",".266",".371",".637",".129",".265",".280",".172",".016",".031","6.10"
"Chase Dawson","ALL","1","Sr","Valparaiso","MVC","INF","48","45","170","198","39","55","9","5","4","28","86","17","20","1","4","3","3","6","3",".324",".390",".506",".896",".182",".333",".381",".086",".101",".020","33.72"
"Chase DeBonis","ALL","9","Jr","Bethune-Cookman","MEAC","C","46","44","149","180","24","31","6","0","4","21","49","28","16","8","1","6","1","4","5",".208",".316",".329",".645",".121",".229",".286",".156",".089",".022","16.13"
"Chase Evans","ALL","15","Jr","Texas St.","Sun Belt","OF","27","14","69","80","8","16","2","0","2","12","24","17","5","1","2","3","0","4","2",".232",".286",".348",".634",".116",".269",".270",".213",".063",".025","7.45"
"Chase Fernlund","ALL","21","Jr","Utah","Pac-12","INF","35","32","133","145","16","38","9","1","1","9","52","18","4","4","0","4","1","2","3",".286",".326",".391",".717",".105",".325",".309",".124",".028",".007","16.50"
"Chase Frady","ALL","11","Fr","Georgia St.","Sun Belt","INF","50","25","96","116","11","23","4","0","1","11","30","24","10","2","1","7","0","0","1",".240",".321",".312",".633",".073",".306",".272",".207",".086",".009","10.86"
"Chase Hacker","ALL","14","So","UTSA","C-USA","C","14","6","25","32","4","3","0","0","0","3","3","13","4","1","1","1","0","0","0",".120",".258",".120",".378",".000",".231",".192",".406",".125",".000","1.02"
"Chase Hall","ALL","11","Jr","Auburn","SEC","C","13","7","25","28","2","4","1","0","0","3","5","9","1","2","0","0","0","0","2",".160",".250",".200",".450",".040",".250",".217",".321",".036",".000","0.46"
"Chase Haney","ALL","33","Jr","Florida St.","ACC","P","33","0","2","2","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","1.000","1.000","1.000","2.000",".000","1.000",".890",".000",".000",".000","1.32"
"Chase Hanson","ALL","3","Fr","UNLV","MWC","OF","25","10","45","52","6","8","2","0","1","6","13","13","6","0","1","0","0","0","0",".178",".269",".289",".558",".111",".219",".254",".250",".115",".019","3.75"
"Chase Hodkinson","ALL","31","Jr","San Francisco","WCC","C","31","13","47","57","6","15","2","0","0","7","17","12","7","2","1","0","0","0","0",".319",".421",".362",".783",".043",".417",".358",".211",".123",".000","8.77"
"Chase Kemp","ALL","17","So","Lamar University","Southland","INF","27","9","44","52","4","7","0","0","0","3","7","4","3","5","0","0","0","1","1",".159",".288",".159",".447",".000",".175",".229",".077",".058",".000","2.59"
"Chase Keng","ALL","10","So","UTSA","C-USA","OF","47","28","110","126","16","30","5","1","1","13","40","31","13","1","2","0","3","4","3",".273",".349",".364",".713",".091",".363",".319",".246",".103",".008","14.13"
"Chase Kortan","ALL","37","Fr","South Dakota St.","Summit League","OF","3","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Chase Lane","ALL","12","Jr","Gardner-Webb","Big South","INF","18","3","13","14","4","4","0","0","1","3","7","4","1","0","0","0","0","0","0",".308",".357",".538",".895",".231",".375",".390",".286",".071",".071","2.48"
"Chase Luttrell","ALL","46","Fr","Long Beach St.","Big West","1B","53","35","150","168","21","37","6","1","1","11","48","23","9","4","1","4","3","4","2",".247",".305",".320",".625",".073",".283",".275",".137",".054",".006","15.04"
