"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"Kyle Feaster","ALL","13","Sr","West Chester","PSAC","OF","47","40","137","171","42","54","15","2","5","23","88","23","24","4","2","4","1","7","0",".394",".491",".642","1.133",".248",".441",".472",".135",".140",".029","41.71"
"Kyle Frame","ALL","26","Fr","Ark.-Monticello","GAC","2b","8","7","18","19","1","2","0","0","0","1","2","10","0","0","0","1","0","0","0",".111",".111",".111",".222",".000",".250",".094",".526",".000",".000","-0.58"
"Kyle Fujisaki","ALL","36","Jr","Concordia (CA)","PacWest","INF","8","0","6","10","1","2","1","0","0","1","3","3","4","0","0","0","0","0","0",".333",".600",".500","1.100",".167",".667",".492",".300",".400",".000","2.29"
"Kyle Gaura","ALL","17","Jr","Emmanuel (GA)","Conference Carolinas","C","52","52","189","223","38","54","10","1","8","37","90","56","31","3","0","0","1","9","4",".286",".395",".476",".871",".190",".368",".385",".251",".139",".036","36.53"
"Kyle Gracey","ALL","19","Jr","Point Loma","PacWest","OF","34","25","104","116","15","30","6","0","1","8","39","20","6","3","0","3","0","3","2",".288",".345",".375",".720",".087",".349",".315",".172",".052",".009","14.18"
"Kyle Guerra","ALL","7","Jr","Cal St. Monterey Bay","CCAA","PH/LF","39","15","57","73","7","10","1","0","1","11","14","13","12","0","1","3","0","2","1",".175",".314",".246",".560",".070",".205",".257",".178",".164",".014","5.77"
"Kyle Gulbrandson","ALL","17","Fr","Sioux Falls","NSIC","P","39","30","96","111","8","21","3","0","0","15","24","21","6","4","1","4","3","5","1",".219",".290",".250",".540",".031",".276",".242",".189",".054",".000","7.39"
"Kyle Guttveg","ALL","12","Jr","Embry-Riddle (FL)","Sunshine State","OF","51","51","225","247","41","69","13","1","3","21","93","26","16","0","6","0","3","10","3",".307",".344",".413",".757",".107",".327",".331",".105",".065",".012","33.71"
"Kyle Halloran","ALL","2","So","Bentley","NE10","2B","37","35","120","149","25","29","3","1","0","16","34","38","18","3","1","7","1","5","1",".242",".352",".283",".635",".042",".349",".284",".255",".121",".000","15.37"
"Kyle Heiss","ALL","10","Sr","Erskine","Conference Carolinas","INF","49","49","189","204","43","65","16","2","10","41","115","25","14","0","1","0","1","1","2",".344",".387",".608",".995",".265",".355",".427",".123",".069",".049","40.68"
"Kyle Hindman","ALL","2","Sr","Christian Brothers","Gulf South","OF","35","33","123","132","14","31","5","1","1","18","41","29","3","4","2","0","1","7","2",".252",".288",".333",".621",".081",".316",".276",".220",".023",".008","12.53"
"Kyle Hintz","ALL","22","Sr","Rollins","Sunshine State","P","42","40","126","178","31","29","7","2","2","20","46","42","25","23","1","3","2","8","0",".230",".440",".365",".805",".135",".325",".372",".236",".140",".011","27.18"
"Kyle Horstmann","ALL","11","Sr","Concordia-St. Paul","NSIC","INF","14","6","29","31","5","9","1","0","0","2","10","4","1","0","0","1","0","1","0",".310",".333",".345",".678",".034",".360",".293",".129",".032",".000","3.80"
"Kyle Jenkins","ALL","17","So","Lander","Peach Belt","UT","43","33","131","150","20","37","11","0","4","23","60","30","14","1","3","1","3","7","1",".282",".349",".458",".807",".176",".330",".349",".200",".093",".027","21.20"
"Kyle Kaufman","ALL","16","Sr","West Tex. A&M","Lone Star","C","53","53","195","232","51","78","18","3","8","59","126","16","25","8","4","0","1","3","7",".400",".478",".646","1.124",".246",".400",".479",".069",".108",".034","54.37"
"Kyle Keenan","ALL","24","So","Charleston (WV)","MEC","INF","22","10","38","46","5","9","0","0","1","5","12","10","6","0","2","0","1","0","1",".237",".326",".316",".642",".079",".276",".290",".217",".130",".022","4.22"
"Kyle Khoury","ALL","24","Jr","AUM","Gulf South","C","25","16","51","63","13","15","3","0","1","7","21","10","11","1","0","0","0","2","2",".294",".429",".412",".841",".118",".350",".381",".159",".175",".016","9.88"
"Kyle Koch","ALL","4","Jr","Newman","Heartland","2b","22","21","73","84","8","21","7","0","2","10","34","22","10","0","0","1","0","1","2",".288",".373",".466",".839",".178",".388",".365",".262",".119",".024","12.19"
"Kyle Kosobucki","ALL","25","Fr","Winona St.","NSIC","C","15","7","31","34","4","7","3","0","1","3","13","10","1","2","0","0","0","0","0",".226",".294",".419",".713",".194",".300",".315",".294",".029",".029","3.72"
"Kyle LaCross","ALL","30","Fr","Emmanuel (GA)","Conference Carolinas","INF","48","45","150","167","20","32","3","1","0","12","37","41","9","3","3","2","1","5","1",".213",".267",".247",".514",".033",".286",".232",".246",".054",".000","10.96"
"Kyle Lagrutta","ALL","12","So","St. Thomas Aquinas","ECC","C","32","18","75","90","11","22","3","0","0","11","25","12","13","0","1","1","0","0","1",".293",".393",".333",".726",".040",".344",".330",".133",".144",".000","11.81"
"Kyle Layugan","ALL","11","Fr","Hawaii Pacific","PacWest","C","36","25","105","114","12","25","6","0","1","14","34","24","3","2","2","2","1","2","2",".238",".268",".324",".592",".086",".293",".257",".211",".026",".009","8.61"
"Kyle Love","ALL","20","Sr","Ark.-Fort Smith","Heartland","INF","46","44","157","187","33","55","9","0","6","29","82","23","21","5","1","3","1","1","4",".350",".440",".522",".962",".172",".380",".416",".123",".112",".032","35.22"
"Kyle Marsh","ALL","22","Sr","Embry-Riddle (FL)","Sunshine State","INF","50","50","188","226","36","54","5","5","6","34","87","27","31","5","2","0","3","6","1",".287",".398",".463",".861",".176",".306",".380",".119",".137",".027","37.57"
"Kyle Ofier","ALL","24","So","Bloomsburg","PSAC","INF","51","51","169","211","44","45","11","0","12","45","92","44","35","4","3","0","0","4","4",".266",".398",".544",".942",".278",".284",".407",".209",".166",".057","36.78"
"Kyle Olsen","ALL","28","Fr","Adelphi","NE10","1B","21","11","38","51","13","10","3","0","2","11","19","10","7","4","1","1","1","6","0",".263",".420",".500",".920",".237",".296",".395",".196",".137",".039","9.29"
"Kyle Orloff","ALL","9","Sr","UIndy","GLVC","INF","50","50","199","231","40","68","17","1","9","43","114","22","9","13","2","8","1","3","5",".342",".404",".573",".977",".231",".347",".408",".095",".039",".039","42.77"
"Kyle Pineda","ALL","21","Jr","Chico St.","CCAA","OF","46","18","97","103","14","26","4","1","0","11","32","26","4","1","1","0","0","7","2",".268",".301",".330",".631",".062",".361",".280",".252",".039",".000","10.62"
"Kyle Redford","ALL","12","Sr","Northwest Nazarene","Great Northwest","INF","48","47","169","206","36","54","14","2","4","35","84","41","33","3","1","0","3","14","1",".320",".437",".497",".934",".178",".400",".411",".199",".160",".019","39.08"
"Kyle Richards","ALL","32","Fr","Caldwell","CACC","C","26","15","59","66","9","14","2","0","1","5","19","9","3","3","1","0","0","1","2",".237",".303",".322",".625",".085",".260",".283",".136",".045",".015","5.89"
"Kyle Rogers","ALL","6","Jr","East Stroudsburg","PSAC","OF","20","12","46","55","11","8","1","1","1","6","14","14","8","1","0","0","0","7","0",".174",".309",".304",".613",".130",".226",".285",".255",".145",".018","6.05"
"Kyle Ruth","ALL","6","Sr","Southern N.H.","NE10","2B","18","4","26","31","3","5","1","0","0","2","6","9","4","1","0","0","0","0","1",".192",".323",".231",".554",".038",".294",".268",".290",".129",".000","2.08"
"Kyle Snuttjer","ALL","30","Sr","Missouri Western","Mid-America Intercollegiate","C","32","27","62","85","6","13","2","0","1","11","18","14","11","4","3","5","0","0","2",".210",".350",".290",".640",".081",".240",".282",".165",".129",".012","8.01"
"Kyle Stevens","ALL","21","Sr","Lindenwood (MO)","Mid-America Intercollegiate","OF","49","47","175","208","28","48","11","0","3","24","68","32","29","3","1","0","1","1","2",".274",".385",".389",".774",".114",".319",".350",".154",".139",".014","28.57"
"Kyle Stuckey","ALL","1","Jr","Oakland City","DII Independent","C","9","8","18","21","3","1","0","0","0","0","1","7","0","2","0","1","0","1","0",".056",".150",".056",".206",".000",".091",".111",".333",".000",".000","-0.42"
"Kyle Thompson","ALL","18","Sr","Wayne St. (NE)","NSIC","INF","50","50","178","211","36","61","12","2","8","44","101","27","15","10","5","3","1","3","0",".343",".413",".567",".980",".225",".358",".415",".128",".071",".038","41.99"
"Kyle Vance","ALL","4","Jr","Tiffin","G-MAC","INF","56","55","203","234","31","47","8","0","3","31","64","24","18","4","4","5","1","1","5",".232",".301",".315",".616",".084",".244",".273",".103",".077",".013","20.01"
"Kyle Walker","ALL","28","Jr","Albany St. (GA)","SIAC","INF","48","47","158","185","25","49","8","1","4","43","71","36","20","0","7","0","3","1","4",".310",".373",".449",".822",".139",".360",".357",".195",".108",".022","26.56"
"Kyle Yamada","ALL","17","Sr","Hawaii Hilo","PacWest","OF","44","43","164","203","34","52","11","2","1","27","70","16","26","6","2","5","1","1","3",".317",".424",".427",".851",".110",".342",".371",".079",".128",".005","32.35"
"Kyle Ziegler","ALL","2","Jr","Northwood","GLIAC","SS","53","53","199","235","43","61","10","0","4","36","83","36","27","1","6","2","2","15","2",".307",".382",".417",".799",".111",".345",".350",".153",".115",".017","36.34"
"Kyler Cox","ALL","22","Jr","Fort Hays St.","Mid-America Intercollegiate","INF","15","6","27","32","2","5","1","0","0","2","6","9","3","0","0","2","0","0","0",".185",".267",".222",".489",".037",".278",".216",".281",".094",".000","1.73"
"Kyler Crone","ALL","3","So","San Fran. St.","CCAA","2B","15","1","7","10","3","0","0","0","0","0","0","4","3","0","0","0","1","1","0",".000",".300",".000",".300",".000",".000",".207",".400",".300",".000","0.01"
"Kyler Wells","ALL","9","Jr","Tuskegee","SIAC","INF","2","0","2","5","1","0","0","0","0","0","0","2","3","0","0","0","0","0","0",".000",".600",".000",".600",".000",".000",".414",".400",".600",".000","0.76"
"Kyosuke Ushimaru","ALL","1","Sr","Cal St. East Bay","CCAA","OF","49","46","176","196","24","59","8","2","3","42","80","21","12","4","3","1","3","10","4",".335",".385",".455",".840",".119",".361",".366",".107",".061",".015","31.51"
"Kyran Russ","ALL","36","Jr","Erskine","Conference Carolinas","1b","15","2","10","12","0","2","0","0","0","2","2","4","0","2","0","0","0","0","0",".200",".333",".200",".533",".000",".333",".268",".333",".000",".000","0.94"
"Kyriq Woods","ALL","27","So","Claflin","DII Independent","INF","31","27","90","112","16","23","6","0","4","21","41","33","18","3","1","0","0","0","1",".256",".393",".456",".849",".200",".352",".377",".295",".161",".036","17.04"
"L. Baranchak","ALL","18","N/A","Mercyhurst","PSAC","rf","28","25","81","92","18","21","3","4","3","14","41","31","6","4","0","1","0","4","1",".259",".341",".506",".847",".247",".383",".363",".337",".065",".033","14.38"
"L. McMahan","ALL","4","Jr","Tusculum","SAC","RF","6","1","9","10","2","0","0","0","0","0","0","7","1","0","0","0","0","0","0",".000",".100",".000",".100",".000",".000",".069",".700",".100",".000","-0.66"
"L. Russo","ALL","33","N/A","Saginaw Valley","GLIAC","pr","11","0","1","1","4","1","0","0","0","0","1","0","0","0","0","0","1","1","0","1.000","1.000","1.000","2.000",".000","1.000",".890",".000",".000",".000","0.33"
"L.T. Struble","ALL","14","Sr","Felician","CACC","2B","53","53","194","240","62","70","7","4","4","19","97","21","39","2","2","3","8","42","1",".361",".468",".500",".968",".139",".386",".421",".088",".163",".017","52.34"
"Lachlan Mayo","ALL","27","Sr","Angelo St.","Lone Star","1B","50","50","184","220","51","67","13","1","9","52","109","30","29","3","2","2","1","8","2",".364",".454",".592","1.046",".228",".395",".447",".136",".132",".041","48.46"
"Lance Logsdon","ALL","9","Fr","Quincy","GLVC","dh","50","50","172","207","26","41","8","0","5","25","64","38","32","2","1","0","2","0","7",".238",".362",".372",".734",".134",".277",".334",".184",".155",".024","23.20"
"Lance MacDonald","ALL","7","Fr","N.M. Highlands","RMAC","C","12","7","27","28","2","5","0","0","1","4","8","7","1","0","0","0","1","0","0",".185",".214",".296",".510",".111",".211",".227",".250",".036",".036","1.23"
"Landon Bell","ALL","22","So","Missouri S&T","GLVC","1B","5","0","5","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".600",".000",".000","-0.53"
"Landon Bond","ALL","11","Sr","Central Okla.","Mid-America Intercollegiate","P","35","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Landon Dupert","ALL","44","Fr","Lander","Peach Belt","INF","33","19","75","88","8","21","3","0","2","8","30","23","7","5","0","1","0","1","2",".280",".379",".400",".779",".120",".380",".349",".261",".080",".023","11.95"
"Landon Erway","ALL","10","So","Fort Hays St.","Mid-America Intercollegiate","UT","40","37","133","155","22","42","7","2","0","9","53","39","15","5","0","2","3","3","1",".316",".405",".398",".803",".083",".447",".358",".252",".097",".000","22.85"
"Landon Ezzell","ALL","7","Fr","Alabama Huntsville","Gulf South","UT","32","24","93","105","18","30","6","0","1","23","39","18","6","4","2","0","0","0","5",".323",".381",".419",".800",".097",".382",".354",".171",".057",".010","14.20"
"Landon Faulkner","ALL","21","Jr","UVa-Wise","MEC","P","17","17","6","6","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0",".167",".167",".167",".334",".000",".250",".148",".333",".000",".000","0.03"
"Landon Hamm","ALL","9","Fr","Truman","GLVC","PH","12","4","20","21","0","4","0","0","0","1","4","5","1","0","0","0","0","0","1",".200",".238",".200",".438",".000",".267",".202",".238",".048",".000","0.55"
"Landon Moberly","ALL","32","So","Ky. Wesleyan","G-MAC","PH","8","0","5","7","0","1","0","0","0","0","1","2","2","0","0","0","0","0","0",".200",".429",".200",".629",".000",".333",".324",".286",".286",".000","0.81"
"Landon Montgomery","ALL","33","Sr","Oakland City","DII Independent","P","12","6","16","21","2","4","0","1","0","1","6","4","3","2","0","0","0","0","0",".250",".429",".375",".804",".125",".333",".371",".190",".143",".000","3.31"
"Landon Peterson","ALL","7","Sr","Mont. St. Billings","Great Northwest","C","43","35","118","149","27","38","9","0","4","26","59","24","21","8","1","1","0","1","3",".322",".453",".500",".953",".178",".374",".418",".161",".141",".027","27.55"
"Landon Powell","ALL","5","Sr","Spring Hill","SIAC","C","16","16","48","59","9","10","2","0","2","4","18","7","8","3","0","0","0","0","0",".208",".356",".375",".731",".167",".205",".335",".119",".136",".034","7.38"
"Landon Roberts","ALL","34","Jr","Delta St.","Gulf South","INF","11","2","8","15","5","2","0","0","0","0","2","2","5","2","0","0","0","0","0",".250",".600",".250",".850",".000",".333",".445",".133",".333",".000","2.90"
"Landon Silver","ALL","37","Jr","Lee","Gulf South","OF","27","22","76","90","13","10","1","0","2","11","17","28","13","1","0","0","0","0","4",".132",".267",".224",".491",".092",".174",".238",".311",".144",".022","3.48"
"Landyn Swenson","ALL","1","Jr","Minn.-Crookston","NSIC","OF","46","46","161","192","27","42","3","0","1","22","48","39","15","5","1","10","1","6","3",".261",".341",".298",".639",".037",".336",".280",".203",".078",".005","19.39"
"Lane Belliville","ALL","33","Fr","Maryville (MO)","GLVC","P","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Lane Casto","ALL","39","So","Alderson Broaddus","G-MAC","INF","42","39","145","169","35","47","7","0","0","22","54","26","6","13","1","4","0","1","3",".324",".400",".372",".772",".048",".392",".343",".154",".036",".000","23.89"
"Lane Griffin","ALL","9","Jr","West Ga.","Gulf South","C","44","40","126","158","24","28","9","0","1","19","40","30","17","6","4","5","0","0","4",".222",".333",".317",".650",".095",".273",".289",".190",".108",".006","14.58"
"Lane Harvey","ALL","7","Sr","Washburn","Mid-America Intercollegiate","INF","46","46","157","200","29","45","13","2","2","30","68","32","29","9","3","2","5","8","3",".287",".419",".433",".852",".146",".341",".377",".160",".145",".010","30.62"
"Lane Kennemore","ALL","1","Jr","Ky. Wesleyan","G-MAC","INF","46","46","161","206","43","55","11","0","1","26","69","18","14","20","2","9","2","4","1",".342",".452",".429",".881",".087",".375",".381",".087",".068",".005","35.37"
"Lane Kirkland","ALL","44","Jr","Ky. Wesleyan","G-MAC","INF","26","17","65","74","8","19","4","0","1","11","26","12","5","3","0","1","0","0","3",".292",".370",".400",".770",".108",".346",".341",".162",".068",".014","9.25"
"Lane Ochs","ALL","5","Jr","Wis.-Parkside","GLIAC","2B","26","20","58","75","6","9","1","0","0","7","10","17","9","5","0","3","0","1","3",".155",".319",".172",".491",".017",".220",".243",".227",".120",".000","3.92"
"Lane Olive","ALL","32","Jr","Barton","Conference Carolinas","INF","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Lane Pritchard","ALL","27","Jr","Dixie St.","RMAC","OF","49","48","165","212","61","59","9","2","7","28","93","25","31","9","0","7","5","15","7",".358",".483",".564","1.047",".206",".391",".442",".118",".146",".033","43.68"
"Lane Smith","ALL","8","So","Harding","GAC","INF","10","0","3","4","3","0","0","0","0","1","0","0","1","0","0","0","0","0","0",".000",".250",".000",".250",".000",".000",".173",".000",".250",".000","0.02"
"Larry Hubbard","ALL","32","So","Christian Brothers","Gulf South","OF","19","16","45","54","8","9","3","0","0","2","12","14","8","1","0","0","0","1","1",".200",".333",".267",".600",".067",".290",".285",".259",".148",".000","4.60"
"Larry McCabe","ALL","25","Sr","Coker","SAC","OF","44","44","159","186","33","53","15","5","10","41","108","30","19","5","3","0","1","4","4",".333",".414",".679","1.093",".346",".352",".459",".161",".102",".054","40.34"
"Larsson Chapman","ALL","13","Sr","Northwest Nazarene","Great Northwest","INF","32","22","67","78","8","18","3","0","2","8","27","18","9","1","0","1","1","0","1",".269",".364",".403",".767",".134",".340",".340",".231",".115",".026","9.93"
"Latek McNeil","ALL","8","So","Paine","SIAC","INF","38","33","75","104","10","15","1","0","0","7","16","16","24","4","1","0","2","7","1",".200",".413",".213",".626",".013",".250",".319",".154",".231",".000","11.86"
"Lavale Hodges","ALL","12","So","S.C. Aiken","Peach Belt","OF","6","1","8","11","2","1","1","0","0","0","2","4","3","0","0","0","0","0","1",".125",".364",".250",".614",".125",".250",".304",".364",".273",".000","0.61"
"Lawan Rollins","ALL","22","Jr","Southern Ind.","GLVC","OF","22","2","10","10","6","0","0","0","0","0","0","4","0","0","0","0","1","0","0",".000",".000",".000",".000",".000",".000",".000",".400",".000",".000","-1.37"
"Lawerence Baker","ALL","1","Jr","LeMoyne-Owen","SIAC","C","4","4","11","15","2","2","1","0","0","0","3","3","3","0","0","1","1","1","0",".182",".357",".273",".630",".091",".250",".282",".200",".200",".000","1.18"
"Lawrence Cicileo","ALL","12","Jr","Adelphi","NE10","OF","38","36","152","173","35","52","12","2","5","40","83","22","10","6","5","0","4","4","3",".342",".393",".546",".939",".204",".362",".402",".127",".058",".029","30.65"
"Lawrence Mirabal","ALL","35","Fr","Eastern N.M.","Lone Star","C","3","0","2","2","0","1","0","0","0","2","1","1","0","0","0","0","0","0","0",".500",".500",".500","1.000",".000","1.000",".445",".500",".000",".000","0.48"
"Lee Poteat","ALL","13","Jr","Catawba","SAC","OF","42","39","131","160","29","39","8","2","2","20","57","27","20","6","1","2","5","7","6",".298",".411",".435",".846",".137",".359",".373",".169",".125",".013","22.92"
"Leniel Gonzalez","ALL","32","Jr","Francis Marion","Peach Belt","INF","41","41","143","183","30","44","9","0","9","38","80","39","26","12","1","1","0","0","6",".308",".451",".559","1.010",".252",".365",".437",".213",".142",".049","34.71"
"Lenin Gomez","ALL","29","Jr","Saint Michael's","NE10","INF","37","37","121","150","15","22","6","0","1","10","31","33","7","17","1","4","0","0","2",".182",".315",".256",".571",".074",".239",".268",".220",".047",".007","11.29"
"Lennox Pugh","ALL","32","Fr","Pitt.-Johnstown","PSAC","INF","42","38","118","138","25","33","6","2","0","19","43","23","13","5","2","0","0","1","3",".280",".370",".364",".734",".085",".340",".331",".167",".094",".000","17.49"
"Lenny Walker","ALL","14","Jr","St. Cloud St.","NSIC","OF","52","51","198","230","40","62","12","0","1","43","77","24","24","3","2","3","8","17","2",".313",".392",".389",".781",".076",".349",".346",".104",".104",".004","32.85"
"Leo White","ALL","11","Fr","West Va. Wesleyan","MEC","CF","10","4","14","16","1","2","0","0","0","1","2","6","2","0","0","0","0","0","0",".143",".250",".143",".393",".000",".250",".198",".375",".125",".000","0.50"
"Lernix Williams","ALL","18","Fr","Paine","SIAC","C","18","10","30","41","4","5","3","0","0","5","8","7","7","3","1","0","0","0","2",".167",".366",".267",".633",".100",".208",".307",".171",".171",".000","3.38"
"Leshun Borden","ALL","15","Fr","Miles","SIAC","3B","11","0","9","12","1","0","0","0","0","0","0","2","1","2","0","0","0","0","0",".000",".250",".000",".250",".000",".000",".178",".167",".083",".000","0.03"
"Levi Allred","ALL","28","Fr","Miles","SIAC","SS","4","0","3","4","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0",".000",".250",".000",".250",".000",".000",".173",".250",".250",".000","0.01"
"Levi Brening","ALL","20","Sr","McKendree","GLVC","P","15","11","12","15","1","4","1","0","0","0","5","1","2","1","0","0","1","0","1",".333",".467",".417",".884",".083",".364",".403",".067",".133",".000","1.96"
"Levi McLaughlin","ALL","18","Jr","Pittsburg St.","Mid-America Intercollegiate","INF","21","18","67","84","13","11","4","1","0","11","17","16","10","6","0","1","0","5","1",".164",".325",".254",".579",".090",".216",".277",".190",".119",".000","7.34"
"Levi Schlesinger","ALL","3","Fr","Union (TN)","Gulf South","OF","3","1","4","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".500",".000",".000","-0.42"
"Levi Whitmire","ALL","1","Jr","Young Harris","Peach Belt","INF","15","0","11","13","1","0","0","0","0","0","0","6","1","0","0","1","0","0","0",".000",".083",".000",".083",".000",".000",".053",".462",".077",".000","-0.82"
"Lex Tuten","ALL","23","So","North Greenville","Conference Carolinas","C","40","35","112","151","25","33","9","0","2","18","48","17","28","8","2","1","3","4","5",".295",".460",".429",".889",".134",".326",".399",".113",".185",".013","24.12"
"Liam Knowles","ALL","11","Jr","Concordia Portland","Great Northwest","3b","49","49","177","207","25","49","9","2","5","41","77","30","18","7","5","0","1","0","3",".277",".357",".435",".792",".158",".299",".348",".145",".087",".024","28.66"
"Liam Matheson","ALL","23","Sr","Bentley","NE10","C","3","0","4","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".250",".000",".000","-0.41"
"Liam McArthur","ALL","7","Sr","Lock Haven","PSAC","CF","45","45","147","182","39","60","10","1","0","26","72","9","32","2","1","0","2","12","1",".408",".516",".490","1.006",".082",".432",".448",".049",".176",".000","41.44"
"Liam Sears","ALL","26","Fr","Bentley","NE10","3B","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Logan Allen","ALL","19","Jr","Ark.-Fort Smith","Heartland","OF","36","36","138","166","34","50","11","1","5","23","78","17","16","9","0","3","2","8","0",".362",".460",".565","1.025",".203",".388",".440",".102",".096",".030","35.93"
"Logan Arnett","ALL","13","Jr","West Ga.","Gulf South","1B/3B","9","2","11","12","1","3","1","0","0","1","4","3","1","0","0","0","0","0","0",".273",".333",".364",".697",".091",".375",".312",".250",".083",".000","1.38"
"Logan Becker","ALL","28","So","William Jewell","GLVC","INF","8","5","19","23","6","2","0","1","0","3","4","10","3","1","0","0","0","0","0",".105",".261",".211",".472",".105",".222",".230",".435",".130",".000","1.15"
"Logan Bistrup","ALL","15","So","Adams St.","RMAC","INF","49","48","168","182","31","48","8","5","3","28","75","32","6","1","4","3","1","11","3",".286",".307",".446",".753",".161",".328",".318",".176",".033",".016","24.24"
"Logan Briggs","ALL","14","Jr","Northwood","GLIAC","OF","10","1","8","12","2","2","1","0","0","1","3","4","3","1","0","0","0","0","0",".250",".500",".375",".875",".125",".500",".413",".333",".250",".000","2.03"
"Logan Cowart","ALL","11","Fr","Henderson St.","GAC","INF","7","0","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.22"
"Logan Easley","ALL","10","Fr","Ark.-Fort Smith","Heartland","INF","46","44","153","179","24","37","8","2","6","32","67","39","13","9","1","3","1","1","3",".242",".335",".438",".773",".196",".284",".336",".218",".073",".034","22.35"
"Logan Eby","ALL","17","Jr","Cedarville","G-MAC","OF","43","40","142","160","15","32","4","0","1","14","39","46","16","2","0","0","0","1","2",".225",".312",".275",".587",".049",".326",".273",".288",".100",".006","13.42"
"Logan Flood","ALL","41","Fr","Saint Leo","Sunshine State","OF","25","15","54","69","10","11","2","0","2","7","19","15","8","5","2","0","1","2","3",".204",".348",".352",".700",".148",".231",".320",".217",".116",".029","6.90"
"Logan Funk","ALL","33","Fr","Southwest Minn. St.","NSIC","C","1","0","1","1","1","1","0","0","1","1","4","0","0","0","0","0","0","0","0","1.000","1.000","4.000","5.000","3.000",".000","2.100",".000",".000","1.000","1.64"
"Logan Gibbons","ALL","47","Jr","Colorado St.-Pueblo","RMAC","OF","40","6","43","53","9","11","5","0","1","12","19","11","5","3","0","2","0","2","1",".256",".373",".442",".815",".186",".323",".349",".208",".094",".019","7.29"
"Logan Gopperton","ALL","27","Sr","Cal Poly Pomona","CCAA","C","50","40","145","171","20","36","7","1","0","16","45","30","20","2","0","4","0","0","11",".248",".347",".310",".657",".062",".313",".296",".175",".117",".000","14.47"
"Logan Griffen","ALL","25","So","N.M. Highlands","RMAC","C","4","0","3","4","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",".333",".500",".333",".833",".000",".333",".395",".000",".250",".000","0.35"
"Logan Heflebower","ALL","2","Sr","Regis (CO)","RMAC","INF","48","47","173","191","31","46","17","1","3","37","74","31","7","8","0","3","1","5","0",".266",".324",".428",".752",".162",".309",".326",".162",".037",".016","24.46"
"Logan Henderson","ALL","7","Sr","Glenville St.","MEC","INF","47","47","142","157","14","28","5","0","4","20","45","43","10","1","1","3","2","2","5",".197",".253",".317",".570",".120",".250",".250",".274",".064",".025","9.19"
"Logan Huneycutt","ALL","3","Jr","Ouachita Baptist","GAC","P","48","48","160","195","29","42","8","1","0","21","52","20","18","11","1","5","3","6","0",".263",".374",".325",".699",".063",".298",".315",".103",".092",".000","23.68"
"Logan Jackson","ALL","5","Fr","Anderson (SC)","SAC","INF","16","10","32","38","3","9","0","1","0","7","11","9","3","1","0","2","0","1","0",".281",".361",".344",".705",".063",".391",".303",".237",".079",".000","4.89"
"Logan Jones","ALL","1","Jr","Northwestern Okla.","GAC","OF","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.10"
"Logan Mahaffy","ALL","4","Jr","Concordia (CA)","PacWest","INF","13","1","4","5","1","1","0","0","0","1","1","1","0","0","0","1","0","1","0",".250",".250",".250",".500",".000",".333",".178",".200",".000",".000","0.43"
"Logan McNeely","ALL","18","Fr","Wingate","SAC","C","26","23","76","96","14","21","5","0","4","16","38","21","19","0","1","0","0","2","1",".276",".417",".500",".917",".224",".327",".401",".219",".198",".042","16.81"
"Logan Morse","ALL","13","So","Minot St.","NSIC","C","3","1","4","5","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",".000",".200",".000",".200",".000",".000",".138",".200",".200",".000","-0.09"
"Logan Moss","ALL","8","Fr","Ashland","GLIAC","PH","40","31","106","135","29","30","6","0","1","26","39","23","16","12","0","1","1","4","2",".283",".433",".368",".801",".085",".354",".369",".170",".119",".007","20.24"
"Logan Rycraft","ALL","41","Sr","Northwest Mo. St.","Mid-America Intercollegiate","INF","49","49","167","213","35","44","11","0","0","28","55","22","19","13","6","8","3","4","3",".263",".371",".329",".700",".066",".291",".309",".103",".089",".000","24.16"
