"name","split","no","class","team","conference","pos","gp","gs","ab","pa","r","h","2b","3b","hr","rbi","tb","k","bb","hbp","sf","sh","cs","sb","dp","avg","obp","slg","ops","iso","babip","woba","k%","bb%","hr%","rc"
"T. Wiik","ALL","23","Fr","Bloomsburg","PSAC","c","19","15","44","58","10","12","1","0","0","5","13","13","11","3","0","0","2","0","0",".273",".448",".295",".743",".023",".387",".359",".224",".190",".000","7.70"
"T.J. Black","ALL","1","Sr","Central Okla.","Mid-America Intercollegiate","INF","50","46","167","204","34","47","2","3","0","21","55","25","20","8","3","6","6","18","2",".281",".379",".329",".708",".048",".324",".315",".123",".098",".000","26.21"
"T.J. Byrd","ALL","7","Jr","Young Harris","Peach Belt","OF","47","29","113","129","27","31","2","1","6","21","53","32","13","2","1","0","0","6","0",".274",".357",".469",".826",".195",".329",".362",".248",".101",".047","20.82"
"T.J. Smerdon","ALL","10","Jr","Oakland City","DII Independent","C","4","0","4","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".250",".000",".000","-0.41"
"T.K. McWhertor","ALL","15","Jr","Central Okla.","Mid-America Intercollegiate","C","52","44","166","192","24","42","12","1","1","21","59","19","16","2","2","6","1","1","5",".253",".323",".355",".678",".102",".277",".294",".099",".083",".005","18.89"
"Tag Baxter","ALL","8","Sr","West Tex. A&M","Lone Star","C","36","32","112","137","22","32","6","0","1","23","41","20","17","7","1","0","0","0","1",".286",".409",".366",".775",".080",".337",".356",".146",".124",".007","19.78"
"Tag Sparks","ALL","21","Sr","East Central","GAC","C","23","19","68","78","8","17","3","0","0","7","20","3","8","0","1","1","0","0","1",".250",".325",".294",".619",".044",".258",".279",".038",".103",".000","7.42"
"Taj Dawson","ALL","1","Sr","Academy of Art","PacWest","OF","32","32","91","113","15","18","2","0","1","9","23","25","14","3","2","3","1","4","1",".198",".318",".253",".571",".055",".254",".264",".221",".124",".009","9.37"
"Taj Thompson","ALL","25","Jr","LeMoyne-Owen","SIAC","3B","21","20","58","64","8","12","2","0","1","10","17","7","1","5","0","0","0","2","1",".207",".281",".293",".574",".086",".220",".265",".109",".016",".016","5.09"
"Takis Thayer","ALL","36","Jr","Chico St.","CCAA","C","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".000",".000",".000","-0.20"
"Talon Schaller","ALL","37","Sr","Colorado St.-Pueblo","RMAC","INF","23","0","22","22","5","6","0","1","1","5","11","8","0","0","0","0","0","0","0",".273",".273",".500",".773",".227",".385",".331",".364",".000",".045","3.05"
"Tanner Alvarado","ALL","32","So","Lynn","Sunshine State","INF","18","8","24","38","7","5","0","0","1","2","8","7","10","3","0","1","0","2","1",".208",".486",".333",".819",".125",".250",".387",".184",".263",".026","6.04"
"Tanner Angel","ALL","23","Jr","Western Ore.","Great Northwest","OF","4","0","3","4","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0",".000",".250",".000",".250",".000",".000",".180",".500",".000",".000","-0.01"
"Tanner Arst","ALL","12","Sr","Emporia St.","Mid-America Intercollegiate","INF","31","25","92","102","9","21","2","0","3","10","32","33","10","0","0","0","1","0","3",".228",".304",".348",".652",".120",".321",".294",".324",".098",".029","8.91"
"Tanner Barnes","ALL","8","Fr","East Central","GAC","RF","35","31","95","112","9","19","4","1","1","11","28","40","9","5","0","3","0","0","1",".200",".303",".295",".598",".095",".333",".269",".357",".080",".009","9.04"
"Tanner Beang","ALL","2","Fr","Saint Rose","NE10","UT","11","5","8","9","0","3","0","0","0","1","3","1","1","0","0","0","0","0","0",".375",".444",".375",".819",".000",".429",".373",".111",".111",".000","1.58"
"Tanner Crosby","ALL","5","Sr","Coker","SAC","INF","26","15","43","53","4","8","0","0","0","4","8","18","9","0","0","1","0","0","0",".186",".327",".186",".513",".000",".320",".252",".340",".170",".000","3.81"
"Tanner Forry","ALL","25","Sr","Wingate","SAC","RF","42","40","137","173","28","30","6","0","11","24","69","73","32","3","1","0","1","9","1",".219",".376",".504",".880",".285",".352",".385",".422",".185",".064","27.64"
"Tanner Garner","ALL","20","Fr","Colorado Mesa","RMAC","INF","33","16","64","70","14","22","5","1","0","13","29","4","2","0","1","3","2","3","2",".344",".358",".453",".811",".109",".361",".337",".057",".029",".000","9.61"
"Tanner Glass","ALL","4","Jr","Southern Wesleyan","Conference Carolinas","UT","39","37","128","154","25","36","4","0","1","17","43","19","13","13","0","0","2","4","5",".281",".403",".336",".739",".055",".324",".345",".123",".084",".006","19.51"
"Tanner Harper","ALL","17","So","Dixie St.","RMAC","C","29","5","35","42","6","6","1","0","1","6","10","6","3","3","0","1","0","1","0",".171",".293",".286",".579",".114",".179",".266",".143",".071",".024","3.50"
"Tanner Head","ALL","40","Fr","Lincoln Memorial","SAC","OF","35","9","50","63","12","11","3","0","1","11","17","17","7","4","0","2","1","1","1",".220",".361",".340",".701",".120",".313",".315",".270",".111",".016","6.61"
"Tanner Jacobson","ALL","75","Fr","Queens (NC)","SAC","P","25","17","53","63","11","15","4","0","2","11","25","18","8","1","1","0","1","1","1",".283",".381",".472",".853",".189",".382",".373",".286",".127",".032","9.35"
"Tanner Ladon","ALL","1","Fr","Southern Nazarene","GAC","INF","39","38","128","144","17","33","6","0","1","16","42","25","12","2","2","0","2","1","3",".258",".326",".328",".654",".070",".308",".296",".174",".083",".007","13.85"
"Tanner Lane","ALL","7","So","Newberry","SAC","OF","22","7","34","40","6","5","2","1","1","5","12","11","3","1","0","2","0","2","0",".147",".237",".353",".590",".206",".182",".249",".275",".075",".025","3.07"
"Tanner Long","ALL","24","Jr","Southwestern Okla.","GAC","UT","46","46","181","197","32","48","9","0","7","36","78","57","11","2","1","2","1","1","4",".265",".313",".431",".744",".166",".347",".323",".289",".056",".036","23.06"
"Tanner McCallister","ALL","43","So","West Va. Wesleyan","MEC","SS","40","36","92","102","10","17","3","0","1","11","23","25","9","0","0","1","3","4","2",".185",".257",".250",".507",".065",".242",".232",".245",".088",".010","4.76"
"Tanner Miller","ALL","1","Jr","Kutztown","PSAC","UT","37","36","121","143","17","31","2","0","0","11","33","23","19","0","2","1","1","1","4",".256",".352",".273",".625",".017",".310",".290",".161",".133",".000","13.54"
"Tanner Rutledge","ALL","44","Jr","Northwestern Okla.","GAC","INF","23","10","41","50","8","14","3","0","0","6","17","8","8","0","0","1","0","1","1",".341",".449",".415",".864",".073",".424",".382",".160",".160",".000","8.40"
"Tanner Schuetz","ALL","7","Jr","West Tex. A&M","Lone Star","INF","29","24","77","96","17","28","3","1","1","12","36","15","11","3","1","4","2","2","1",".364",".457",".468",".925",".104",".435",".393",".156",".115",".010","17.31"
"Tanner Smith","ALL","29","Fr","Arkansas Tech","GAC","P","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","1.000",".000","1.000",".000",".000",".690",".000","1.000",".000","0.34"
"Tanner Stinnett","ALL","20","So","Miles","SIAC","P","13","8","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0",".000","1.000",".000","1.000",".000",".000",".720",".000",".000",".000","0.34"
"Tanner Strommen","ALL","10","Jr","Southwest Minn. St.","NSIC","SS","38","38","126","140","17","35","4","1","1","5","44","19","12","2","0","0","2","2","3",".278",".350",".349",".699",".071",".321",".317",".136",".086",".007","15.87"
"Tanner Tokunaga","ALL","1","Sr","Hawaii Pacific","PacWest","OF","47","47","170","206","39","59","8","1","1","22","72","22","30","3","1","2","3","21","4",".347",".451",".424",".875",".076",".392",".390",".107",".146",".005","37.70"
"Tanner Wakefield","ALL","49","Fr","Francis Marion","Peach Belt","INF","32","25","92","110","21","26","4","0","0","13","30","22","9","5","3","1","1","1","1",".283",".367",".326",".693",".043",".356",".313",".200",".082",".000","13.00"
"Tanner Wickham","ALL","2","Fr","Davis & Elkins","G-MAC","2B","42","41","126","152","10","27","4","0","1","10","34","28","13","6","2","5","4","4","1",".214",".313",".270",".583",".056",".263",".263",".184",".086",".007","11.83"
"Tanner Williams","ALL","21","So","Winona St.","NSIC","INF","49","49","184","204","34","54","9","2","7","29","88","28","15","3","1","1","0","4","1",".293",".355",".478",".833",".185",".313",".362",".137",".074",".034","32.25"
"Tarez Miller","ALL","23","Sr","Georgia College","Peach Belt","3B","32","17","74","79","11","19","3","0","0","11","22","14","2","1","1","1","1","0","1",".257",".282",".297",".579",".041",".311",".255",".177",".025",".000","5.95"
"Tarik Latchmansingh","ALL","21","So","Palm Beach Atl.","Sunshine State","INF","7","1","11","11","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0",".091",".091",".091",".182",".000",".100",".081",".091",".000",".000","-0.47"
"Tate Ellison","ALL","33","Jr","Lubbock Christian","Heartland","ph","5","0","5","6","1","2","1","0","0","0","3","2","1","0","0","0","0","0","0",".400",".500",".600","1.100",".200",".667",".475",".333",".167",".000","1.38"
"Tate Hovden","ALL","1","Fr","Winona St.","NSIC","UT","2","0","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000",".500",".000",".000","-0.21"
"Tate Proctor","ALL","15","So","Barton","Conference Carolinas","OF","10","0","6","10","1","1","0","0","0","0","1","3","4","0","0","0","0","0","0",".167",".500",".167",".667",".000",".333",".365",".300",".400",".000","1.36"
"Tate Thompson","ALL","15","So","Albany St. (GA)","SIAC","INF","16","1","16","21","2","5","3","0","0","4","8","7","3","1","0","1","0","0","0",".312",".450",".500",".950",".188",".556",".399",".333",".143",".000","3.63"
"Tavariz Brown","ALL","4","Jr","Lane","SIAC","OF","26","16","44","60","15","13","0","0","1","6","16","16","12","2","0","2","1","9","0",".295",".466",".364",".830",".068",".444",".375",".267",".200",".017","10.87"
"Tavion Towers","ALL","5","So","Claflin","DII Independent","INF","21","9","35","41","3","6","0","0","0","0","6","9","5","1","0","0","0","0","0",".171",".293",".171",".464",".000",".231",".232",".220",".122",".000","2.33"
"Tavis Brunson","ALL","23","Jr","Caldwell","CACC","OF","33","26","90","104","17","25","3","2","2","12","38","28","10","3","0","1","0","4","4",".278",".369",".422",".791",".144",".383",".349",".269",".096",".019","14.24"
"Taylan Mullins-Ohm","ALL","35","Fr","Fort Hays St.","Mid-America Intercollegiate","OF","34","31","117","130","15","33","5","0","2","13","44","28","10","1","2","0","0","2","2",".282",".338",".376",".714",".094",".348",".318",".215",".077",".015","15.89"
"Taylor Avila","ALL","8","Sr","Central Okla.","Mid-America Intercollegiate","1B","53","50","167","209","27","44","11","2","5","27","74","57","24","14","2","2","1","4","1",".263",".396",".443",".839",".180",".364",".371",".273",".115",".024","32.11"
"Taylor Clemmons","ALL","25","Jr","West Ala.","Gulf South","INF","42","42","148","189","29","45","10","1","3","38","66","22","25","11","4","1","1","0","4",".304",".431",".446",".877",".142",".331",".388",".116",".132",".016","30.72"
"Taylor Cook","ALL","2","Jr","Alderson Broaddus","G-MAC","INF","46","41","121","154","31","34","9","0","4","21","55","31","20","7","1","5","1","2","0",".281",".409",".455",".864",".174",".345",".372",".201",".130",".026","24.52"
"Taylor Lane","ALL","23","Jr","Urbana","MEC","P","26","21","71","77","9","15","2","0","0","5","17","7","3","0","1","2","1","0","3",".211",".240",".239",".479",".028",".231",".210",".091",".039",".000","2.72"
"Taylor Merriweather","ALL","32","Jr","Tuskegee","SIAC","P","7","0","3","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.33"
"Taylor Reynolds","ALL","50","So","Malone","G-MAC","3B","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",".000",".000",".000",".000",".000",".000",".000","1.000",".000",".000","-0.11"
"Ted Elsner","ALL","34","Jr","Concordia-St. Paul","NSIC","C","6","0","3","6","1","0","0","0","0","0","0","1","3","0","0","0","0","0","0",".000",".500",".000",".500",".000",".000",".345",".167",".500",".000","0.67"
"Teddy Petersen","ALL","2","Jr","Minnesota St.","NSIC","2B","54","54","194","242","52","67","13","1","5","35","97","27","25","17","2","4","2","8","3",".345",".458",".500",".958",".155",".378",".417",".112",".103",".021","46.82"
"Tevin Thomas","ALL","5","Jr","Goldey-Beacom","CACC","INF","35","34","114","133","10","24","3","0","3","11","36","25","12","6","1","0","1","1","1",".211",".316",".316",".632",".105",".241",".291",".188",".090",".023","12.55"
"Texas Cobb","ALL","7","Sr","Fairmont St.","MEC","C","26","10","39","47","8","9","2","0","0","3","11","15","5","3","0","0","0","1","0",".231",".362",".282",".644",".051",".375",".306",".319",".106",".000","5.10"
"Thadd Herback","ALL","50","Jr","West Liberty","MEC","INF","3","0","1","3","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",".000",".667",".000",".667",".000",".000",".460",".000",".667",".000","0.56"
"Theo Johnson","ALL","34","Sr","McKendree","GLVC","OF","1","1","4","4","2","2","1","0","0","1","3","2","0","0","0","0","0","1","0",".500",".500",".750","1.250",".250","1.000",".540",".500",".000",".000","1.31"
"Theodore Smith","ALL","13","Sr","Albany St. (GA)","SIAC","OF","33","25","83","102","16","25","3","0","1","17","31","6","12","1","3","3","1","3","2",".301",".384",".373",".757",".072",".304",".329",".059",".118",".010","13.78"
"Theron Shigematsu","ALL","24","Jr","Hawaii Hilo","PacWest","1B","9","0","7","7","0","1","0","0","0","1","1","5","0","0","0","0","0","0","0",".143",".143",".143",".286",".000",".500",".127",".714",".000",".000","-0.10"
"Thirus Jones","ALL","12","Sr","Salem (WV)","DII Independent","1B","48","34","124","152","21","28","7","1","4","28","49","36","18","8","1","1","1","2","1",".226",".358",".395",".753",".169",".282",".338",".237",".118",".026","19.15"
"Thomas Ahlstrom","ALL","22","Sr","Western Ore.","Great Northwest","INF","16","12","36","49","8","10","4","0","0","7","14","12","12","0","1","0","0","1","0",".278",".449",".389",".838",".111",".400",".382",".245",".245",".000","7.97"
"Thomas Alexander","ALL","25","So","Regis (CO)","RMAC","INF","42","38","138","155","19","34","8","1","2","19","50","31","15","0","0","2","4","3","2",".246",".320",".362",".682",".116",".305",".302",".200",".097",".013","15.33"
"Thomas Arias","ALL","24","Fr","Lane","SIAC","P","42","42","90","126","20","23","6","0","1","21","32","32","24","10","2","0","7","11","0",".256",".452",".356",".808",".100",".373",".379",".254",".190",".008","18.62"
"Thomas Brady","ALL","35","Fr","Molloy","ECC","C","23","22","84","97","12","21","4","0","0","13","25","21","11","0","2","0","0","0","2",".250",".330",".298",".628",".048",".323",".287",".216",".113",".000","9.10"
"Thomas Cain","ALL","41","Fr","Angelo St.","Lone Star","cf","25","0","14","18","9","2","1","0","0","4","3","4","1","1","1","1","0","0","0",".143",".235",".214",".449",".071",".182",".198",".222",".056",".000","0.76"
"Thomas Chisam","ALL","16","Sr","Cal U (PA)","PSAC","OF","31","23","83","96","14","20","5","0","1","12","28","17","13","0","0","0","1","1","2",".241",".344",".337",".681",".096",".292",".311",".177",".135",".010","9.90"
"Thomas Columbo","ALL","49","Sr","Adelphi","NE10","1B","44","44","171","206","39","50","5","1","7","35","78","23","22","10","3","0","1","1","2",".292",".398",".456",".854",".164",".299",".379",".112",".107",".034","33.42"
"Thomas Crowley","ALL","10","So","Merrimack","NE10","C","33","30","120","129","18","33","5","0","1","20","41","31","6","1","1","1","3","10","2",".275",".312",".342",".654",".067",".360",".289",".240",".047",".008","13.38"
"Thomas Delgadillo","ALL","2","Jr","Academy of Art","PacWest","OF","45","45","173","192","31","73","8","4","1","13","92","16","12","3","1","3","3","10","2",".422",".466",".532",".998",".110",".459",".430",".083",".063",".005","42.27"
"Thomas Eletto","ALL","3","Fr","New Haven","NE10","UT","22","21","52","67","8","11","6","0","0","3","17","24","13","1","0","1","0","1","0",".212",".379",".327",".706",".115",".393",".325",".358",".194",".000","7.75"
"Thomas Elms","ALL","55","So","Biola","PacWest","UT","11","0","7","7","2","1","1","0","0","0","2","4","0","0","0","0","0","3","0",".143",".143",".286",".429",".143",".333",".181",".571",".000",".000","0.48"
"Thomas Hilliard","ALL","4","So","Morehouse","SIAC","INF","15","7","22","27","2","3","0","0","0","6","3","5","3","1","0","1","1","0","0",".136",".269",".136",".405",".000",".176",".202",".185",".111",".000","0.71"
